"id","created_at","updated_at","deleted_at","etternavn","fornavn","kjonn","fodt","dod","bibsys_id","wikidata_id"
1211,"2019-08-16 11:00:09","2019-08-16 11:00:09",,"Bødtker","Sigurd","m",,,,
3066,"2019-08-16 11:03:35","2019-08-16 11:03:35",,"Bøe","Anna","f",,,,
4127,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Bøge","Kari",,,,,
445,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Bøgh","Erik","m",,,,
461,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Bøgh","Johan","m",,,,
463,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Bøgh","E.","m",,,,
1623,"2019-08-16 11:01:09","2019-08-16 11:01:09",,"Bøgh","Chr. Gran","m",,,,
2099,"2019-08-16 11:02:01","2019-08-16 11:02:01",,"Bøgh","Johan W.H.","m",,,,
2804,"2019-08-16 11:02:55","2019-08-16 11:02:55",,"Bøgh","Christen Gran","m",,,,
359,"2019-08-16 10:59:24","2019-08-16 10:59:24",,"Bøhn","Ingvar","m",,,,
1484,"2019-08-16 11:00:32","2019-08-16 11:00:32",,"Bønnelycke","Emil","m",,,,
3755,"2019-08-16 11:03:58","2019-08-16 11:03:58",,"Børil","Hans",,,,,
3563,"2019-08-16 11:03:54","2019-08-16 11:03:54",,"Børli","Hans m. fl.",,,,,
4275,"2019-09-12 12:10:19","2019-09-12 12:10:19",,"Børli","Hans",,,,,
2246,"2019-08-16 11:02:09","2019-08-16 11:02:09",,"Børresen","J.","m",,,,
3646,"2019-08-16 11:03:56","2019-08-16 11:03:56",,"Børsum","Lise m. fl.",,,,,
3848,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Børte","Torbjørn","m",,,,
1357,"2019-08-16 11:00:17","2019-08-16 11:00:17",,"Bøøk","Fredrik","m",,,,
3793,"2019-08-16 11:03:59","2019-08-16 11:04:03",,"Büchner","Georg","m",,,,
3903,"2019-08-16 11:04:01","2019-08-16 11:04:01",,"Calle","Sophie",,,,,
1661,"2019-08-16 11:01:16","2019-08-16 11:01:16",,"Camoes","Lois de","m",,,,
4166,"2019-08-16 11:04:06","2019-08-16 11:04:06",,"Campbell","Eddie","m",,,,
3378,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Camus",,"m",,,,
3477,"2019-08-16 11:03:53","2019-08-16 11:03:53",,"Camus","Albert","m",,,,
3902,"2019-08-16 11:04:01","2019-08-16 11:04:01",,"Can","Mustafa","m",,,,
3420,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Carling","Finn","m",,,,
1433,"2019-08-16 11:00:24","2019-08-16 11:00:24",,"Carlsen","Waldemar","m",,,,
3450,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Carlson","Stig","m",,,,
4277,"2019-09-12 12:55:09","2019-09-12 12:55:09",,"Carlson","Camilla","f",,,,
4109,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Carlsson","Camilla","f",,,,
4225,"2019-08-16 11:04:07","2019-08-16 11:04:07",,"Carmona-Alvarez","Pedro","m",,,,
3248,"2019-08-16 11:03:50","2019-08-16 11:03:50",,"Carossa","Hans","m",,,,
4035,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Carroll","Lewis",,,,,
3463,"2019-08-16 11:03:53","2019-11-08 13:45:15",,"Carré","J. M.","m",,,,
3896,"2019-08-16 11:04:01","2019-08-16 11:04:01",,"Carver","Raymond",,,,,
4329,"2020-02-21 11:56:13","2020-02-21 11:56:13",,"Cary","Joyce","m",,,,
1,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Caspari","Theodor","m",,,,
3548,"2019-08-16 11:03:54","2019-08-16 11:03:54",,"Cassirer","Ernst","m",,,,
300,"2019-08-16 10:59:22","2019-08-16 10:59:22",,"Castberg","Johan","m",,,,
3574,"2019-08-16 11:03:54","2019-08-16 11:03:54",,"Castberg","Frede","m",,,,
2234,"2019-08-16 11:02:09","2019-08-16 11:02:09",,"Cather","Willa","f",,,,
757,"2019-08-16 10:59:40","2019-08-16 10:59:40",,"Catullus",,"m",,,,
3641,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Cau","Jean",,,,,
3579,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Celas",,,,,,
3627,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Celine","Louis-Fernand m. fl.",,,,,
3847,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Cesaire","Aime","m",,,,
4299,"2020-01-16 10:48:49","2020-01-16 10:48:49",,"Chamson","André","m",,,,
3878,"2019-08-16 11:04:01","2019-08-16 11:04:01",,"Chapman","Kenneth G.","m",,,,
2062,"2019-08-16 11:01:55","2019-08-16 11:01:55",,"Chavannes","E.","m",,,,
2934,"2019-08-16 11:03:11","2019-08-16 11:03:11",,"Chledowski","Kasimir","m",,,,
4115,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Cho-nyun","Yi",,,,,
4117,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Chong-yo","Han m. fl.",,,,,
844,"2019-08-16 10:59:43","2019-08-16 10:59:43",,"Christensen","Hjalmar","m",,,,
1206,"2019-08-16 11:00:09","2019-08-16 11:00:09",,"Christensen","Alf","m",,,,
1270,"2019-08-16 11:00:12","2019-08-16 11:00:12",,"Christensen","Halfdan","m",,,,
1320,"2019-08-16 11:00:15","2019-08-16 11:00:15",,"Christensen","Thomas","m",,,,
1778,"2019-08-16 11:01:28","2019-08-16 11:01:28",,"Christensen","Chr.A.R.","m",,,,
2520,"2019-08-16 11:02:26","2019-08-16 11:02:26",,"Christensen","Peder","m",,,,
3177,"2019-08-16 11:03:48","2019-08-16 11:03:48",,"Christensen","Thomas Fasting","m",,,,
4024,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Christensen","Lars Saabye",,,,,
4133,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Christensen","Einar","m",,,,
1196,"2019-08-16 11:00:09","2019-08-16 11:00:09",,"Christiansen","Sigurd","m",,,,
1894,"2019-08-16 11:01:39","2019-08-16 11:01:39",,"Christiansen","Einar","m",,,,
2660,"2019-08-16 11:02:39","2019-08-16 11:02:39",,"Christiansen","Thyra","f",,,,
2779,"2019-08-16 11:02:54","2019-08-16 11:02:54",,"Christiansen","Alf Bie","m",,,,
3044,"2019-08-16 11:03:30","2019-08-16 11:03:30",,"Christiansen","Ulrik A.P.","m",,,,
3170,"2019-08-16 11:03:48","2019-08-16 11:03:48",,"Christiansen","Hjalmar","m",,,,
97,"2019-08-16 10:59:18","2019-08-16 10:59:18",,"Christie","F.K.","m",,,,
512,"2019-08-16 10:59:30","2019-08-16 10:59:30",,"Christie","J.K.","m",,,,
3120,"2019-08-16 11:03:42","2019-08-16 11:03:42",,"Christie","Sofie","f",,,,
3425,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Christie","Erling","m",,,,
4015,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Christie","Nils","m",,,,
4169,"2019-08-16 11:04:06","2019-08-16 11:04:06",,"Christiensen","Susanne","f",,,,
3637,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Christov","Solveig",,,,,
3260,"2019-08-16 11:03:50","2019-08-16 11:03:50",,"Cicero","Marcus Tullius","m",,,,
950,"2019-08-16 10:59:49","2019-08-16 10:59:49",,"Clareties","Jules","m",,,,
3487,"2019-08-16 11:03:53","2019-08-16 11:03:53",,"Claudel","Paul","m",,,,
2464,"2019-08-16 11:02:22","2019-08-16 11:02:22",,"Clausen","Conrad","m",,,,
3068,"2019-08-16 11:03:35","2019-08-16 11:03:35",,"Clausen","Julius","m",,,,
4313,"2020-01-16 13:39:11","2020-01-16 13:39:11",,"Clausen","Sophus","m",,,,
523,"2019-08-16 10:59:30","2019-08-16 10:59:30",,"Claussen","Knud","m",,,,
1271,"2019-08-16 11:00:12","2019-08-16 11:00:12",,"Claussen","Sophus","m",,,,
1740,"2019-08-16 11:01:24","2019-08-16 11:01:24",,"Claussen","Christian","m",,,,
2646,"2019-08-16 11:02:38","2019-08-16 11:02:38",,"Clemens","J.","m",,,,
2224,"2019-08-16 11:02:08","2019-08-16 11:02:08",,"Cobb","Humphrey","m",,,,
8,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Colban","Adolphine Marie","f",,,,
506,"2019-08-16 10:59:30","2019-08-16 10:59:30",,"Colbjørnsen","Anna","f",,,,
11,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Collett","Camilla","f",,,,
24,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Collett","Peter Jonas","m",,,,
26,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Collett","Robert","m",,,,
940,"2019-08-16 10:59:49","2019-08-16 10:59:49",,"Collett","Alf","m",,,,
4030,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Collett",,"f",,,,
29,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Collier","Jeremias","m",,,,
908,"2019-08-16 10:59:47","2019-08-16 10:59:47",,"Collin","Christen","m",,,,
3474,"2019-08-16 11:03:53","2019-09-01 21:28:25",,"Comfort","Alex",,,,,
3740,"2019-08-16 11:03:58","2019-08-16 11:03:58",,"Conquest","Robert","m",,,,
1663,"2019-08-16 11:01:16","2019-08-16 11:01:16",,"Conrad","Joseph","m",,,,
546,"2019-08-16 10:59:31","2019-08-16 10:59:31",,"Conradi","H.","m",,,,
2740,"2019-08-16 11:02:49","2019-08-16 11:02:49",,"Constant","Benjamin","m",,,,
1931,"2019-08-16 11:01:43","2019-08-16 11:01:43",,"Cooper","James Fenimore","m",,,,
1633,"2019-08-16 11:01:13","2019-08-16 11:01:13",,"Cour","Paul la","m",,,,
3507,"2019-08-16 11:03:53","2019-08-16 11:03:53",,"Crane","Hart","m",,,,
2233,"2019-08-16 11:02:09","2019-08-16 11:02:09",,"Cronin","A.J.","m",,,,
3628,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Crossman","Richard","m",,,,
3377,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Cumont","Franz","m",,,,
1637,"2019-08-16 11:01:13","2019-08-16 11:01:13",,"D'Annunzio","Gabriele","m",,,,
27,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Daa","Ludvig Kristensen","m",,,,
33,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Daa","Ludvig","m",,,,
28,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Daae","Ludvig","m",,,,
80,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Daae","L.","m",,,,
1517,"2019-08-16 11:00:36","2019-08-16 11:00:36",,"Daae","Ludvig Ludvigsen","m",,,,
42,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dahl","Gustav Adolph","m",,,,
43,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dahl","Gustav Adolph (Doffen)","m",,,,
44,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dahl","Johan Fjeldsted","m",,,,
45,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dahl","Jonas Anton","m",,,,
46,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dahl","Konrad Neuman Hjelm","m",,,,
48,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dahl","Nils Nilssøn","m",,,,
51,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dahl","Søren","m",,,,
488,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Dahl","J.","m",,,,
855,"2019-08-16 10:59:44","2019-08-16 10:59:44",,"Dahl","Jonas","m",,,,
962,"2019-08-16 10:59:50","2019-08-16 10:59:50",,"Dahl","Johan","m",,,,
1016,"2019-08-16 10:59:55","2019-08-16 10:59:55",,"Dahl","Nils","m",,,,
1049,"2019-08-16 10:59:58","2019-08-16 10:59:58",,"Dahl","W.C.","m",,,,
1290,"2019-08-16 11:00:14","2019-08-16 11:00:14",,"Dahl","Gabriel","m",,,,
1664,"2019-08-16 11:01:16","2019-08-16 11:01:16",,"Dahl","Theodor","m",,,,
2709,"2019-08-16 11:02:47","2019-08-16 11:02:47",,"Dahl","Torbjørn","m",,,,
2836,"2019-08-16 11:02:59","2019-08-16 11:02:59",,"Dahl","Knut","m",,,,
3127,"2019-08-16 11:03:44","2019-08-16 11:03:44",,"Dahl","Jens","m",,,,
3321,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Dahl","Arne Dagfin","m",,,,
3340,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Dahl","Herleiv","m",,,,
3829,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Dahl","Helmer","m",,,,
4064,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Dahl","Tor Edvin","m",,,,
917,"2019-08-16 10:59:47","2019-08-16 10:59:47",,"Dahler","Christen L.","m",,,,
1518,"2019-08-16 11:00:36","2019-08-16 11:00:36",,"Dal","Signe Greve","f",,,,
3282,"2019-08-16 11:03:50","2019-08-16 11:03:50",,"Dal","Ingerid","f",,,,
4236,"2019-08-16 11:04:08","2019-08-16 11:04:08",,"Dalby","Gene","m",,,,
2318,"2019-08-16 11:02:14","2019-08-16 11:02:14",,"Dale","Johannes Andreasson","m",,,,
3623,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Dale","Johs. A.",,,,,
1172,"2019-08-16 11:00:08","2019-08-16 11:00:08",,"Dalgard","Olav","m",,,,
2916,"2019-08-16 11:03:08","2019-08-16 11:03:08",,"Dalstrøm","J.J.","m",,,,
3819,"2019-08-16 11:03:59","2019-08-16 11:03:59",,"Daniel","Yuli",,,,,
52,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Danielssen","Daniel Cornelius","m",,,,
539,"2019-08-16 10:59:31","2019-08-16 10:59:31",,"Dante Alighieri",,"m",,,,
3361,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Darwin","Charles","m",,,,
4242,"2019-08-16 11:04:08","2019-08-16 11:04:08",,"Darwish","Mahmoud","m",,,,
79,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dass","Petter","m",,,,
1855,"2019-08-16 11:01:35","2019-08-16 11:01:35",,"Davis","R.H.","m",,,,
4214,"2019-08-16 11:04:07","2019-08-16 11:04:07",,"Davis","Lydia","f",,,,
1082,"2019-08-16 11:00:03","2019-08-16 11:00:03",,"Debes","Inge","m",,,,
632,"2019-08-16 10:59:35","2019-08-16 10:59:35",,"Dedichen","Henrik","m",,,,
1248,"2019-08-16 11:00:11","2019-08-16 11:00:11",,"Dedichen","Henrik Arnold Thaulow","m",,,,
1665,"2019-08-16 11:01:16","2019-08-16 11:01:16",,"Dedichen","Nanti","f",,,,
2936,"2019-08-16 11:03:12","2019-08-16 11:03:12",,"Dedichen","Hans","m",,,,
622,"2019-08-16 10:59:35","2019-08-16 10:59:35",,"Defoe","Daniel","m",,,,
2003,"2019-08-16 11:01:50","2019-08-16 11:01:50",,"Dehn","Israel","m",,,,
53,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Deinboll","August Thorvald","m",,,,
3834,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Delblanc","Sven",,,,,
1666,"2019-08-16 11:01:16","2019-08-16 11:01:16",,"Deledda","Grazia","f",,,,
54,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Delgobe","Charles Antoine","m",,,,
1415,"2019-08-16 11:00:23","2019-08-16 11:00:23",,"Devold","Helle","f",,,,
2956,"2019-08-16 11:03:15","2019-08-16 11:03:15",,"Devold","Hans","m",,,,
3355,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Devold","Olav","m",,,,
485,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Dickens","Charles","m",,,,
1275,"2019-08-16 11:00:12","2019-08-16 11:00:12",,"Dickmar","Helene","f",,,,
2998,"2019-08-16 11:03:20","2019-08-16 11:03:20",,"Didriksen","H.","m",,,,
2530,"2019-08-16 11:02:27","2019-08-16 11:02:27",,"Diesen","Halvor","m",,,,
3003,"2019-08-16 11:03:21","2019-08-16 11:03:21",,"Diesen","Thorstein","m",,,,
20,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Dietrichson","Lorentz","m",,,,
3696,"2019-08-16 11:03:57","2019-08-16 11:03:57",,"Dietrichson",,,,,,
852,"2019-08-16 10:59:44","2019-08-16 10:59:44",,"Dietz","Brita Laupsa","f",,,,
2368,"2019-08-16 11:02:16","2019-08-16 11:02:16",,"Dietz","Bjarne","m",,,,
2941,"2019-08-16 11:03:13","2019-08-16 11:03:13",,"Dietz","Oskar Andersen","m",,,,
2780,"2019-08-16 11:02:54","2019-08-16 11:02:54",,"Digernes","Ivar","m",,,,
2281,"2019-08-16 11:02:11","2019-08-16 11:02:11",,"Dillan","Ingvar","m",,,,
1519,"2019-08-16 11:00:36","2019-08-16 11:00:36",,"Dilling","Lars","m",,,,
3230,"2019-08-16 11:03:49","2019-08-16 11:03:49",,"Dingstad","Ståle","m",,,,
2911,"2019-08-16 11:03:08","2019-08-16 11:03:08",,"Disraeli","Benjamin","m",,,,
2332,"2019-08-16 11:02:14","2019-08-16 11:02:14",,"Dithmer-Vanberg","Eva","f",,,,
1151,"2019-08-16 11:00:07","2019-08-16 11:00:07",,"Ditleff","Nils C.","m",,,,
3374,"2019-08-16 11:03:51","2019-08-16 11:03:56",,"Ditlevsen","Tove",,,,,
3760,"2019-08-16 11:03:58","2019-08-16 11:03:58",,"Ditlevsen",,,,,,
2325,"2019-08-16 11:02:14","2019-08-16 11:02:14",,"Dokkehaug","H.","m",,,,
2817,"2019-08-16 11:02:57","2019-08-16 11:02:57",,"Dommerud","Ole","m",,,,
1436,"2019-08-16 11:00:24","2019-08-16 11:00:24",,"Dompen","Mathias","m",,,,
1057,"2019-08-16 10:59:59","2019-08-16 10:59:59",,"Dons","Christian","m",,,,
1551,"2019-08-16 11:00:41","2019-08-16 11:00:41",,"Dons","Vilhelm","m",,,,
3722,"2019-08-16 11:03:57","2019-08-16 11:03:57",,"Dored","Elisabeth",,,,,
1667,"2019-08-16 11:01:16","2019-08-16 11:04:00",,"Dostojevskij","Fjodor","m",,,,
3899,"2019-08-16 11:04:01","2019-08-16 11:04:01",,"Dostojevskij",,,,,,
3233,"2019-08-16 11:03:49","2019-08-16 11:03:49",,"Dostovjeski","Fjodor","m",,,,
326,"2019-08-16 10:59:23","2019-08-16 10:59:23",,"Drachmann","Holger","m",,,,
762,"2019-08-16 10:59:40","2019-08-16 10:59:40",,"Drolsum","Axel Charlot","m",,,,
4066,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Duckert","Hege","f",,,,
379,"2019-08-16 10:59:26","2019-08-16 10:59:26",,"Due","O.G.","m",,,,
1462,"2019-08-16 11:00:29","2019-08-16 11:00:29",,"Due","Christopher","m",,,,
2781,"2019-08-16 11:02:54","2019-08-16 11:02:54",,"Due","Johan","m",,,,
2828,"2019-08-16 11:02:58","2019-08-16 11:02:58",,"Due","Alf","m",,,,
2126,"2019-08-16 11:02:05","2019-08-16 11:02:05",,"Duhamel","Georges","m",,,,
3530,"2019-08-16 11:03:54","2019-08-16 11:03:54",,"Dumas","Alexandre","m",,,,
62,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dunker","Conradine B.","f",,,,
957,"2019-08-16 10:59:50","2019-08-16 10:59:50",,"Dunker","Bernhard","m",,,,
3607,"2019-08-16 11:03:55","2019-08-16 11:03:56",,"Durrell","Lawrence","m",,,,
1188,"2019-08-16 11:00:09","2019-08-16 11:00:09",,"Duun","Olav","m",,,,
2616,"2019-08-16 11:02:34","2019-08-16 11:02:34",,"Duus","F.","m",,,,
3137,"2019-08-16 11:03:45","2019-08-16 11:03:45",,"Duus","Fritz","m",,,,
3952,"2019-08-16 11:04:02","2019-08-16 11:04:02",,"Duve","Arne","m",,,,
4067,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Dvergsdal","Arne","m",,,,
918,"2019-08-16 10:59:48","2019-08-16 10:59:48",,"Dybfest","Arne","m",,,,
2876,"2019-08-16 11:03:02","2019-08-16 11:03:02",,"Dybwad","Vilhelm","m",,,,
3856,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Dyrhaug","Tore","m",,,,
63,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Dyring","Johan Peder","m",,,,
3955,"2019-08-16 11:04:02","2019-08-16 11:04:02",,"Dänicken","Eric von",,,,,
1981,"2019-08-16 11:01:48","2019-08-16 11:01:48",,"Døhl","Einar","m",,,,
1933,"2019-08-16 11:01:43","2019-08-16 11:01:43",,"Dørumsgaard","Asbjørn","m",,,,
4107,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Dørumsgaard","Arne","m",,,,
3801,"2019-08-16 11:03:59","2019-09-11 14:47:12",,"Dürrenmatt","Friedrich",,,,,
64,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Ebbell","Ole Falk","m",,,,
1437,"2019-08-16 11:00:25","2019-08-16 11:00:25",,"Ebbell","Bendix","m",,,,
4282,"2019-11-04 20:39:02","2019-11-04 20:39:02",,"Ebbell","Bendix","m",,,,
72,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Ebbesen","J.B.","m",,,,
2705,"2019-08-16 11:02:46","2019-08-16 11:02:46",,"Ebbestad","Andreas","m",,,,
770,"2019-08-16 10:59:40","2019-08-16 10:59:40",,"Eberhard","A.G.","m",,,,
2912,"2019-08-16 11:03:08","2019-08-16 11:03:08",,"Echegaran","Jose","m",,,,
1668,"2019-08-16 11:01:16","2019-08-16 11:01:16",,"Eckhoff","Lorentz","m",,,,
3350,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Edfelt","Johannes","m",,,,
3414,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Edfelt/Ekelöf","Johannes/Gunnar","m",,,,
3176,"2019-08-16 11:03:48","2019-08-16 11:03:48",,"Edvard","Bull","m",,,,
1331,"2019-08-16 11:00:15","2019-08-16 11:00:15",,"Edwin","Einar","m",,,,
1764,"2019-08-16 11:01:26","2019-08-16 11:01:26",,"Efterstøl","O.A.","m",,,,
2957,"2019-08-16 11:03:15","2019-08-16 11:03:15",,"Eftestøl","O.A.","m",,,,
65,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Egeberg","Carl Emil","m",,,,
722,"2019-08-16 10:59:39","2019-08-16 10:59:39",,"Egeberg","Carl","m",,,,
2858,"2019-08-16 11:03:00","2019-08-16 11:03:00",,"Egeberg","Edvard","m",,,,
3872,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Egeberg","Erik","m",,,,
851,"2019-08-16 10:59:44","2019-08-16 10:59:44",,"Egge","Peter","m",,,,
1438,"2019-08-16 11:00:25","2019-08-16 11:00:25",,"Eggen","Eystein","m",,,,
1522,"2019-08-16 11:00:37","2019-08-16 11:00:37",,"Eggen","Olav","m",,,,
1827,"2019-08-16 11:01:32","2019-08-16 11:01:32",,"Eggen","Erik","m",,,,
3418,"2019-08-16 11:03:52","2019-08-16 11:04:06",,"Eggen","Arnljot","m",,,,
4239,"2019-08-16 11:04:08","2019-08-16 11:04:08",,"Eggen","Jo",,,,,
1770,"2019-08-16 11:01:27","2019-08-16 11:01:27",,"Ehrensvaerd","Albert","m",,,,
172,"2019-08-16 10:59:19","2019-08-16 10:59:19",,"Eickhorn","C.","m",,,,
1276,"2019-08-16 11:00:13","2019-08-16 11:00:13",,"Eide","Bjarne","m",,,,
1565,"2019-08-16 11:00:44","2019-08-16 11:00:44",,"Eide","Olav","m",,,,
2245,"2019-08-16 11:02:09","2019-08-16 11:02:09",,"Eide","Henrik O.","m",,,,
2419,"2019-08-16 11:02:19","2019-08-16 11:02:19",,"Eide","Iver","m",,,,
2465,"2019-08-16 11:02:22","2019-08-16 11:02:22",,"Eide","Karl","m",,,,
2809,"2019-08-16 11:02:56","2019-08-16 11:02:56",,"Eide","Kåre","m",,,,
2907,"2019-08-16 11:03:08","2019-08-16 11:03:08",,"Eide","Egil","m",,,,
3666,"2019-08-16 11:03:56","2019-08-16 11:03:56",,"Eide","Eiliv","m",,,,
3933,"2019-08-16 11:04:02","2019-08-16 11:04:02",,"Eide","Roar","m",,,,
4068,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Eide","Harriet","f",,,,
3084,"2019-08-16 11:03:37","2019-08-16 11:03:37",,"Eidem","Odd","m",,,,
2420,"2019-08-16 11:02:19","2019-08-16 11:02:19",,"Eidnes","Hans","m",,,,
2818,"2019-08-16 11:02:57","2019-08-16 11:02:57",,"Eidsvig","A.","m",,,,
4069,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Eik","Espen A.","m",,,,
66,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Eilertsen","Nils R.","m",,,,
2685,"2019-08-16 11:02:43","2019-08-16 11:02:43",,"Eimhjellen","Kristian","m",,,,
3455,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Einstein","Albert","m",,,,
1001,"2019-08-16 10:59:53","2019-08-16 10:59:53",,"Eitrem","Hans","m",,,,
1629,"2019-08-16 11:01:11","2019-08-16 11:01:11",,"Eitrem","H.","m",,,,
1804,"2019-08-16 11:01:30","2019-08-16 11:01:30",,"Eitrem","S.","m",,,,
3261,"2019-08-16 11:03:50","2019-08-16 11:03:50",,"Eitrem","Samson","m",,,,
3181,"2019-08-16 11:03:48","2019-08-16 11:03:48",,"Ekelund","Vilhelm","m",,,,
3446,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Ekelöf","Gunnar",,,,,
4195,"2019-08-16 11:04:07","2019-08-16 11:04:07",,"Ekrheim","Sindre","m",,,,
1277,"2019-08-16 11:00:13","2019-08-16 11:00:13",,"Eldegard","Sigurd","m",,,,
3999,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Eldevik","Gunnvald","m",,,,
3319,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Elgvin","Johannes","m",,,,
2915,"2019-08-16 11:03:08","2019-08-16 11:03:08",,"Eliassen","A.D.","m",,,,
529,"2019-08-16 10:59:30","2019-08-16 10:59:30",,"Elingaard","B.","m",,,,
1850,"2019-08-16 11:01:34","2019-08-16 11:01:34",,"Eliot","George","f",,,,
3430,"2019-08-16 11:03:52","2019-11-08 20:08:13",,"Eliot","T. S.","m",1888,1965,"90052479",
1278,"2019-08-16 11:00:13","2019-08-16 11:00:13",,"Ellefsen","Johan","m",,,,
4219,"2019-08-16 11:04:07","2019-08-16 11:04:07",,"Ellefsen","Bernhard","m",,,,
4217,"2019-08-16 11:04:07","2019-08-16 11:04:07",,"Ellenes","Øyvind",,,,,
1672,"2019-08-16 11:01:17","2019-08-16 11:01:17",,"Ellingsgard","Knut","m",,,,
2952,"2019-08-16 11:03:14","2019-08-16 11:03:14",,"Elmgaard","Bertil","m",,,,
2990,"2019-08-16 11:03:20","2019-08-16 11:03:20",,"Elstad","Hagbart","m",,,,
21,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Elster","Kristian d.e.","m",,,,
1127,"2019-08-16 11:00:05","2019-08-16 11:00:05",,"Elster","Kristian d.y.","m",,,,
1197,"2019-08-16 11:00:09","2019-08-16 11:00:09",,"Elster","Torolf","m",,,,
2497,"2019-08-16 11:02:24","2019-08-16 11:02:24",,"Elster","Egil","m",,,,
3160,"2019-08-16 11:03:47","2019-08-16 11:03:47",,"Elster","Kristian","m",,,,
3611,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Elster","Magli","f",,,,
1201,"2019-08-16 11:00:09","2019-08-16 11:00:09",,"Elvestad","Sven","m",,,,
3812,"2019-08-16 11:03:59","2019-08-16 11:03:59",,"Enckell","Rabbe",,,,,
3478,"2019-08-16 11:03:53","2019-08-16 11:03:53",,"Eng","Helga","f",,,,
