id	kritiker_etternavn	kritiker_fornavn	kritiker_kjonn	kritiker_pseudonym	kritiker_kommentar	kritikktype	publikasjon	utgivelsessted	aar	dato	aargang	nummer	bind	hefte	sidetall	utgivelseskommentar	tittel	spraak	kommentar	forfatter_etternavn	forfatter_fornavn	forfatter_kommentar	forfatter_kjonn	verk_tittel	verk_utgivelsessted	verk_dato	verk_sjanger	verk_spraak	verk_kommentar
8804	Vik	Oddmund	mann			dagskritikk	Dagbladet		1888			127								Line	Jon		mann	Unge år. Forteljingar av Jadarbuen	Bergen	1888	fortelling	nynorsk	
8805	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1892			110								Line	Jon		mann	Af mappen	Bergen	1891	kortprosa	bokmål	skisser
8806	Johnsen	Peter M.G. Rosenkrantz	mann			dagskritikk	Dagbladet		1894			284								Lofthus	Olav		mann	Sange og Digte	Bergen	1894	lyrikk	bokmål	Utgiver: Bolette C. Pavels Larsen
8807	Lykke-Seest	Peter	mann			artikkel, marked	Dagbladet		1907			159, 164, 165, 168, 169, 171, 200, 201, 208				Nummer mangler?	Vor Literaturkritik						ukjent						
8808	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1898			328								Lykke-Seest	Peter		mann	Under Paddehatten	Kristiania	1898	roman	bokmål	
8809	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1900			340								Lykke-Seest	Peter		mann	Livets slump	Kristiania	1900	roman	bokmål	
8810	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1902			319								Lykke-Seest	Peter		mann	Folkets mand	Kristiania	1902	drama	bokmål	
8811	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1902			320								Lykke-Seest	Peter		mann	Folkets mand	Kristiania	1902	drama	bokmål	oppført på Centralteatret
8812	anonym		ukjent			dagskritikk	Dagbladet		1909			311								Lykke-Seest	Peter		mann	Moder Maanes børn	Kristiania	1909	fortelling	bokmål	
8813	Lyng	Georg Vilhelm	mann			artikkel, historie	Dagbladet		1880			64, 111					Forelæsninger over Romantik og Realisme		referat				ukjent						
8814	Gierløff	Christian	mann	Kyng		dagskritikk	Dagbladet		1910			323								Løken	Haakon		mann	Anne Kathrines ungdom	Kristiania	1910	roman	bokmål	
8815	Vislie	Vetle	mann	V.		dagskritikk	Dagbladet		1891			422						nynorsk		Løland	Rasmus		mann	Folkeliv	Bergen	1891	fortelling	nynorsk	
8816	Vislie	Vetle	mann	V.		dagskritikk	Dagbladet		1892			397						nynorsk		Løland	Rasmus		mann	Paa sjølvstyr	Bergen	1892	fortelling	nynorsk	
8817	Vislie	Vetle	mann	V.		dagskritikk	Dagbladet		1892			397						nynorsk		Løland	Rasmus		mann	Ungar	Bergen	1892	fortelling	nynorsk	
8818	Kjær	Nils	mann	N.K.		dagskritikk	Dagbladet		1894			199								Løland	Rasmus		mann	Skattegravaren	Bergen	1893	fortelling	nynorsk	
8819	Kjær	Nils	mann	N.K.		dagskritikk	Dagbladet		1894			295								Løland	Rasmus		mann	Kor vart det av jola?	Bergen	1894	fortelling	nynorsk	barnelitteratur
8820	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1895			361								Løland	Rasmus		mann	Aandelige Klenodier	Kristiania	1895	drama	nynorsk	barnelitteratur
8821	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1895			361								Løland	Rasmus		mann	Blodstyng og andre sogor	Kristiania	1895	kortprosa	nynorsk	novelle
8822	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1895			361								Løland	Rasmus		mann	Gamle ungkarar	Kristiania	1895	kortprosa	nynorsk	novelle
8823	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1895			361								Løland	Rasmus		mann	I klemma	Kristiania	1895	drama	nynorsk	
8824	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1896			291								Løland	Rasmus		mann	Emne	Kristiania	1896	kortprosa	nynorsk	novelle
8825	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1896			291								Løland	Rasmus		mann	Nervesliten	Kristiania	1896	roman	nynorsk	
8826	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1897			357								Løland	Rasmus		mann	Hugtekne	Kristiania	1897	kortprosa	nynorsk	novelle
8827	Vislie	Vetle	mann	V.V.		dagskritikk	Dagbladet		1898			377						nynorsk		Løland	Rasmus		mann	Jordvend. Segn og æventyr	Kristiania	1898	kortprosa	nynorsk	eventyr, sagn. B. Jensens forlag
8828	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1900			332								Løland	Rasmus		mann	Det store nashorne	Kristiania	1900	roman	nynorsk	barnelitteratur
8829	Eide	Olav	mann			dagskritikk	Dagbladet		1902			324								Løland	Rasmus		mann	Aasmund Aarak	Kristiania	1902	roman	nynorsk	
8830	Jynge	Andreas	mann			dagskritikk	Dagbladet		1904			305								Løland	Rasmus		mann	Umskifte	Kristiania	1904	roman	nynorsk	
8831	Maakestad	J.E.	mann			artikkel, debatt a	Dagbladet		1890			415					Literært Leilighedsprat						ukjent						
8832			ukjent	J.B.		artikkel, debatt b	Dagbladet		1890			433					Literært Leilighedsprat						ukjent						
8833			ukjent	T.B.		artikkel, debatt c	Dagbladet		1891			3					Literært leilighedsprat						ukjent						
8834	Selmer	Marius	mann			dagskritikk	Dagbladet		1890			428								Madsen	Theodor		mann	I Drift	Bergen	1890	roman	bokmål	eget forlag
8835	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1893			288								Madsen	Theodor		mann	Guds Finger	Bergen	1893	roman	bokmål	
8836			ukjent	J.U.		dagskritikk	Dagbladet		1894			335								Madsen	Theodor		mann	Marionetter	Bergen	1894	drama	bokmål	
8837	Lippe	Jens von der	mann			dagskritikk	Dagbladet		1897			325								Madsen	Theodor		mann	Under Kundskabens Træ	København	1897	roman	bokmål	
8838	Refsdal	Ivar Andreas	mann	T.P.		dagskritikk	Dagbladet		1906			144								Mathiesen	Sigurd		mann	Nag	København	1906	roman	bokmål	
8839	Aall	Herman Harris	mann			dagskritikk	Dagbladet		1910			354								Mathiesen	Sigurd		mann	Satan som seirer	København Kristiania	1910	drama	bokmål	
8840	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			274								Maurer	Axel		mann	Lykkens Pamphilius	København	1896	drama	bokmål	lyrisk skuespill
8841	Lie	Erik	mann			dagskritikk	Dagbladet		1898			81								Maurer	Axel		mann	Kristiania-Viser	Kristiania	1898	lyrikk	bokmål	
8842	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1906			291								Maurer	Axel		mann	Babylons Konge	Kristiania	1906	drama	bokmål	
8843	anonym		ukjent			teaterkritikk	Dagbladet		1906			300								Maurer	Axel		mann	Babylons Konge	Kristiania	1906	drama	bokmål	oppført på Nationaltheatret
8844	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1907			324								Maurer	Axel		mann	Kristiania-Viser	Kristiania	1898	lyrikk	bokmål	
8845	anonym		ukjent			dagskritikk	Dagbladet		1872			297								Meltzer	Harald	pseudonym: Marie	mann	Efterladte Papirer			fortelling	bokmål	
8846			ukjent	-o-		dagskritikk	Dagbladet		1887			91								Meyn	Antoinette		kvinne	Drivende Skyer	Kristiania	1887	roman	bokmål	
8847	Handagard	Idar	mann			dagskritikk	Dagbladet		1909			288								Mo	Hans		mann	Ei sjeldfengd kjerring	Kristiania	1909	drama	nynorsk	
8848	Hoprekstad	Olav	mann			dagskritikk	Dagbladet		1910			335								Mo	Hans		mann	Fossarne	Kristiania	1910	drama	nynorsk	
8849	anonym		ukjent			dagskritikk	Dagbladet		1877			194								Moe	Moltke	Medforfatter: Motensson-Egnund	mann	Norske Fornkvæde og Folkevisur	Kristiania	1877	lyrikk	nynorsk	
8850			ukjent	red.		artikkel	Dagbladet		1886			17							Om Monrads syn på norsk litteratur	Monrad	Marcus Jacob		mann						
8851			ukjent	red.		artikkel, forfatterportrett, nekrolog	Dagbladet		1897			387								Monrad	Marcus Jacob		mann						
8852	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1897			131								Moren	Sven		mann	Sogor	Elverum	1897	kortprosa	nynorsk	
8853	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1900			138								Moren	Sven		mann	Paa villstraa	Elverum	1898	roman	nynorsk	
8854	Eskeland	Severin	mann			dagskritikk	Dagbladet		1904			307								Moren	Sven		mann	Storskogen	Kristiania	1904	roman	nynorsk	
8855	Handagard	Idar	mann			dagskritikk	Dagbladet		1909			319								Moren	Sven		mann	Den store tømmerdrifta		1909	fortelling	nynorsk	barnelitteratur
8856	Handagard	Idar	mann			dagskritikk	Dagbladet		1909			346								Moren	Sven		mann	Aust or markom	Kristiania	1909	roman	nynorsk	barnelitteratur
8857	Mjøen	Reidar	mann			dagskritikk	Dagbladet		1910			323								Mork	Per		mann	Fjord-krabber og skogs-fant	Kristiania	1910	kortprosa	bokmål	
8858	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1895			362								Mortensson-Egnund	Ivar		mann	Or duldo	Kristiania	1895	lyrikk	nynorsk	
8859			ukjent	red.		teaterartikkel	Dagbladet		1910			44								Mortensson-Egnund	Ivar		mann	Varg i Veum	Kristiania	1901	drama	nynorsk	
8860			ukjent	p.		artikkel	Dagbladet		1910			323								Mortensson-Egnund	Ivar		mann	Varg i Veum	Kristiania	1901	drama	nynorsk	
8861	Werenskjold	Werner	mann			artikkel, debatt a c	Dagbladet		1901			346, 351							beskyldning om plagiat	Mortensson-Egnund	Ivar		mann						
8862	Koht	Halvdan	mann			artikkel, debatt b	Dagbladet		1901			348								Mortensson-Egnund	Ivar		mann						
8863	Gurstad	Hans	mann	Hs.G.		dagskritikk	Dagbladet		1908			329								Mortensson-Egnund	Ivar		mann	Runir	Kristiania	1908	lyrikk	nynorsk	
8864	Garborg	Arne	mann			dagskritikk	Dagbladet		1909	16., 18. feb		46, 48						nynorsk		Mortensson-Egnund	Ivar	Oversetter	mann	Den eldre Edda	Kristiania	1908	lyrikk	nynorsk	
8865	Lie	Erik	mann	E.L.		dagskritikk	Dagbladet		1898			24								Muldal	Sylfest		mann	Offer	Kristiania	1897	roman	bokmål	
8866	anonym		ukjent			dagskritikk	Dagbladet		1889			388								Munch	Anna		kvinne	Kvinder. En udviklingshistorie	Kristiania	1889	roman	bokmål	
8867	Kjær	Nils	mann	N.K.		dagskritikk	Dagbladet		1894			20								Munch	Anna		kvinne	Eros	Kristiania	1893	drama	bokmål	i Tre Skuespil, Kristiania 1893
8868	anonym		ukjent			teaterkritikk	Dagbladet		1894			282								Munch	Anna		kvinne	Dobbeltgjængere	Kristiania	1893	drama	bokmål	i Tre Skuespil, Kristiania 1893
8869	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1894			319								Munch	Anna		kvinne	To hustruer	Kristiania	1894	kortprosa	bokmål	
8870	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			46								Munch	Anna		kvinne	Roser og tidsler (Eros). En studie	Kristiania	1896	roman	bokmål	
8871	anonym		ukjent			dagskritikk	Dagbladet		1897			112								Munch	Anna		kvinne	To mennesker	Kristiania	1897	roman	bokmål	
8872	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1898			348								Munch	Anna		kvinne	Sorte Svaner	Kristiania	1898	drama	bokmål	
8873	Scott	Gabriel	mann			dagskritikk	Dagbladet		1898			351								Munch	Anna		kvinne	Sorte Svaner	Kristiania	1898	drama	bokmål	
8874	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1906			347								Munch	Anna		kvinne	Dag	København	1906	roman	bokmål	
8875	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1909			173								Munch	Anna		kvinne	Vesla	København Kristiania	1909	drama	bokmål	
8876	Mueller	Ludvig	mann			artikkel	Dagbladet		1902			124, 127					Skuespillernes sociale stilling						ukjent						
8877	Mueller	Max	mann			artikkel	Dagbladet		1879			48					De norske Fokeeventyr						ukjent				kortprosa		eventyr
8878	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1904			341								Møller	Ingeborg		kvinne	Fru Karen			drama	bokmål	utrykt, oppført på Centralteatret
8879	Nansen	Peter	mann			artikkel, marked, debatt a	Dagbladet		1910			108					Den norske bokhandel og den danske forlagstrust	dansk					ukjent						
8880			ukjent	red.		artikkel, marked, debatt b	Dagbladet		1910			109											ukjent						
8881	Jynge	Andreas	mann			dagskritikk	Dagbladet		1903			326								Nesse	Sigurd		mann	Elsk og yrkje	Kristiania	1903	kortprosa	nynorsk	novelle
8882	Jynge	Andreas	mann			dagskritikk	Dagbladet		1904			332								Nesse	Sigurd	pseudonym: Elias Kræmmer	mann	Vaaronn	Kristiania	1904	roman	nynorsk	
8883	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1901			56								Nilsen	Anthon B.	pseudonym: Elias Kræmmer	mann	Bedstemors Gut	Kristiania	1901	drama	bokmål	oppført på Nationaltheatret
8884			ukjent	Chr.M.		dagskritikk	Dagbladet		1904			331								Nilsen	Anthon B.		mann	Kram	Kristiania	1904	kortprosa	bokmål	skisser
8885	Øverland	Ole Andreas	mann	O.A.Ø.		dagskritikk	Dagbladet		1904			336								Nielsen	Ragna		kvinne	Norske Kvinder i det 19de Aarhundrede	Kristiania	1904	annen sakprosa	bokmål	
8886	Jynge	Andreas	mann			dagskritikk	Dagbladet		1903			303								Nilssen	Jappe		mann	Solefald	Kristiania	1903	roman	bokmål	
8887	Worm-Mueller	Jacob	mann	J.W.M.		dagskritikk	Dagbladet		1904			329								Nilssen	Jappe		mann	Kun en gang vaar	Kristiania	1904	roman	bokmål	
8888	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1894			355								Nilssen	Sven		mann	Skygger	Kristiania	1894	kortprosa	bokmål	skisser
8889	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1895			359								Nilssen	Sven		mann	Dværgene	Kristiania	1895	roman	bokmål	
8890	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			377								Nilssen	Sven		mann	Proletar	Kristiania	1896	roman	bokmål	
8891	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1901			296								Nilssen	Sven	pseudonym: Joh. Olai Bergensis	mann	Bark Franciska	København	1901	roman	bokmål	
8892			ukjent	-s		dagskritikk	Dagbladet		1906			304								Nordahl-Olsen	Johan		mann	Monsør Ludvig. En Hoben Pakketeller ifra den berømmelige Handels-Stad Bergen udi det 17-de Seculo	København	1906	fortelling	bokmål	
8893	Refsdal	Ivar Andreas	mann	T.P.		dagskritikk	Dagbladet		1905			321								Normann	Regine		kvinne	Krabvaag	Kristiania	1905	roman	bokmål	
8894	Nyhuus	Haakon	mann			artikkel, marked	Dagbladet		1897			170					Offentlige Biblioteker						ukjent						
8895	Hovden	Anders	mann			artikkel, historie	Dagbladet		1906			96								Nærup	Carl		mann	Illustreret norsk literaturhistorie. Sidste tidsrum 1890-1904	Kristiania	1905	annen sakprosa	bokmål	
8896	Lykke-Seest	Peter	mann			artikkel, historie	Dagbladet		1907			164, 165								Nærup	Carl		mann	Illustreret norsk literaturhistorie. Sidste tidsrum 1890-1904	Kristiania	1905	annen sakprosa	bokmål	
8897	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1893			360								Obstfelder	Sigbjørn		mann	Digte	Bergen	1893	lyrikk	bokmål	
8898	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1895			315								Obstfelder	Sigbjørn		mann	To Novelletter	Bergen	1895	kortprosa	bokmål	
8899	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			298								Obstfelder	Sigbjørn		mann	Korset	Kjøbenhavn	1896	kortprosa	bokmål	novelle
8900			ukjent	A.K-k		dagskritikk	Dagbladet		1898			28								Obstfelder	Sigbjørn		mann	De røde Draaber	København	1897	drama	bokmål	
8901	Worm-Mueller	Jacob	mann	J.W.M.		artikkel, forfatterportrett, nekrolog	Dagbladet		1900			214								Obstfelder	Sigbjørn		mann						
8902	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1900			276								Obstfelder	Sigbjørn		mann	En Præsts Dagbog	København	1900	roman	bokmål	
8903	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1902			105								Obstfelder	Sigbjørn		mann	Om Vaaren			drama	bokmål	oppført på Nationaltheatret, trykt i Efterladte Arbeider, København 1903
8904	anonym		ukjent			artikkel	Dagbladet		1903			48								Obstfelder	Sigbjørn		mann						
8905	Mjøen	Reidar	mann			artikkel	Dagbladet		1903			131								Obstfelder	Sigbjørn		mann	Efterladte Arbeider	København	1903	annen skjønnlitteratur	bokmål	I utvalg ved Viggo Stuckenberg (dansk)
8906	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1901			14								Olsen	Rolf		mann	Anna Kolbjørnsdatter	Christiania	1852	drama	bokmål	oppført på Centralteatret
8907	Paulsen	John Olaf	mann			artikkel	Dagbladet		1891			127								Paulsen	John		mann						
8908	anonym		ukjent			dagskritikk	Dagbladet		1877			293 B								Paulsen	John Olaf		mann	Sjødronningen	København	1876	roman	bokmål	
8909	Hansen	Johan Daniel Irgens	mann	I.H.		dagskritikk	Dagbladet		1883			344								Paulsen	John Olaf		mann	Moderne Damer	København	1883	roman	bokmål	
8910	Helland	Amund	mann			artikkel	Dagbladet		1884			65								Paulsen	John		mann						
8911	anonym		ukjent			dagskritikk	Dagbladet		1889			352								Paulsen	John Olaf		mann	Lillemor	København	1889	kortprosa	bokmål	novelle
8912	Vislie	Vetle	mann	V.V.		dagskritikk	Dagbladet		1893			378								Paulsen	John Olaf		mann	Haidee. En Kunstner-Historie	Kristiania	1893	roman	bokmål	
8913	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1894			188								Paulsen	John Olaf		mann	Nye Melodier	København	1894	lyrikk	bokmål	
8914	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1895			366								Paulsen	John Olaf		mann	Kunstnernaturer	København	1895	fortelling	bokmål	
8915			ukjent	S.		dagskritikk	Dagbladet		1897			280								Paulsen	John Olaf		mann	I September	Kristiania	1897	lyrikk	bokmål	
8916	Johnsen	Peter M.G. Rosenkrantz	mann	R.J.		dagskritikk	Dagbladet		1899			380								Paulsen	John Olaf		mann	Julehistorier	København	1899	kortprosa	bokmål	novelle
8917	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1900			340								Paulsen	John Olaf		mann	Mine Erindringer	København	1900	biografi/memoarer	bokmål	
8918	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1901			264								Paulsen	John Olaf		mann	Enkens Søn	København	1901	roman	bokmål	
8919	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1901			334								Paulsen	John Olaf		mann	Nye Erindringer	København	1901	biografi/memoarer	bokmål	
8920	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1902			315								Paulsen	John Olaf		mann	Den lille Fru Thea	København	1902	roman	bokmål	
8921	Petersen	Clemens	mann			artikkel	Dagbladet		1885			46					Edmund Gosse om norsk Literatur	dansk					ukjent						
8922	anonym		ukjent			artikkel	Dagbladet		1891			4								Pettersen	Hjalmar		mann	Anonymer og pseudonymer i den norske literatur 1678-1890. Bibliografiske meddelelser	Kristiania	1890	annen sakprosa	bokmål	bibliotek og bokvesen
8923	anonym		ukjent			dagskritikk	Dagbladet		1881			71								Prydz	Alvilde		kvinne	Agn og Agnar	Christiania	1880	kortprosa	bokmål	novelle
8924	anonym		ukjent			dagskritikk	Dagbladet		1886			191								Prydz	Alvilde		kvinne	I Moll	København	1885	kortprosa	bokmål	novelle
8925	anonym		ukjent			teaterkritikk	Dagbladet		1895			350								Prydz	Alvilde		kvinne	Han kommer	København	1911	drama	bokmål	oppført på Kristiania Theater, utgitt 1911 i samlingen "To Enaktere"
8926	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			96								Prydz	Alvilde		kvinne	Bellis	København	1895	kortprosa	bokmål	novelle
8927	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			345								Prydz	Alvilde		kvinne	Gunvor Thorsdatter til Hærø	København	1896	roman	bokmål	
8928	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1898			323								Prydz	Alvilde		kvinne	Blade	København	1898	kortprosa	bokmål	skisser
8929	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1899			376								Prydz	Alvilde		kvinne	Aino	København	1899	drama	bokmål	
8930	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1901			45								Prydz	Alvilde		kvinne	Aino	København	1899	drama	bokmål	oppført på Nationaltheatret
8931			ukjent	red.		artikkel	Dagbladet		1901			73, 75							om diktergasje til Alvilde Prydz	Prydz	Alvilde		kvinne						
8932	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1902			331								Prydz	Alvilde		kvinne	Det lovede Land	København	1902	roman	bokmål	
8933			ukjent	Xan		dagskritikk	Dagbladet		1909			312								Prydz	Alvilde		kvinne	I Ulvedalen	København	1909	roman	bokmål	
8934	Ramm	Minda	kvinne	M.K.		dagskritikk	Dagbladet		1910			366								Prydz	Alvilde		kvinne	Fortællinger	København	1910	kortprosa	bokmål	novelle
8935	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			331								Ramm	Minda		kvinne	Lommen	Kristiania	1896	roman	bokmål	
8936	anonym		ukjent			dagskritikk	Dagbladet		1881			313								Randers	Kristofer		mann	Et Skriftemål	København	1881	drama	bokmål	proverbe
8937	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1900			354								Randers	Kristofer	pseudonym for Dorothea Reinhardt	mann	Fester og Minder	Kristiania	1900	lyrikk	bokmål	
8938			ukjent	L.		dagskritikk	Dagbladet		1894			46								Rein	Doris	pseudonym for Dorothea Reinhardt	kvinne	Monime	Kristiania	1894	drama	bokmål	
8939	Nilssen	Jappe	mann	J.n.		dagskritikk	Dagbladet		1907			338								Rein	Doris		kvinne	Botheira	Kristiania	1907	drama	bokmål	
8940	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1907			27								Rein	Sigmun		mann	Fætter Hans		1907	drama	bokmål	utrykt, oppført på Centralteatret
8941	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1909			309								Rein	Sigmun		mann	Paa vor jord	København Kristiania	1909	kortprosa	bokmål	novelle
8942	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1910			332								Rein	Sigmun		mann	Vandring	København Kristiania	1910	roman	bokmål	
8943	anonym		ukjent			dagskritikk	Dagbladet		1874			295								Rolfsen	Johan Nordahl Brun		mann	Under Sneen. Vers og Prosa	Christiania	1874	annen skjønnlitteratur	bokmål	
8944	anonym		ukjent			dagskritikk	Dagbladet		1886			171								Rolfsen	Johan Nordahl Brun		mann	Norske Digtere	Bergen	1886	annen skjønnlitteratur	bokmål	antologi
8945	anonym		ukjent			dagskritikk	Dagbladet		1888			420								Rolfsen	Johan Nordahl Brun		mann	Vore Fædres Liv	Bergen	1888	annen skjønnlitteratur	bokmål	
8946	Haarklou	Johannes	mann	J.H.		teaterartikkel	Dagbladet		1890			119								Rolfsen	Johan Nordahl Brun		mann	Svein Uræd	Kristiania	1890	drama	bokmål	
8947			ukjent	a		dagskritikk	Dagbladet		1886			435								Ross	Immanuel Chr.G.		mann	Nabogaardene	Bergen	1886	fortelling	bokmål	
8948	Wiers-Jenssen	Hans	mann	H.W.J.		dagskritikk	Dagbladet		1892			410								Ross	Immanuel Chr.G.		mann	Karl Enger eller fra Mor og Fars Tid	Bergen	1892	fortelling	bokmål	
8949	Arctander	Adolf M.St.	mann			dagskritikk	Dagbladet		1889			105								Rysstad	Gunnar		mann	Sukk og song	Kristiansand	1889	lyrikk	nynorsk	
8950	anonym		ukjent			dagskritikk	Dagbladet		1890			250								Rysstad	Gunnar		mann	Femti dikt	Kristiansand	1890	lyrikk	nynorsk	
8951	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1891			362								Rysstad	Gunnar		mann	Hugsjaa	Kristiania	1896	lyrikk	nynorsk	
8952	Jynge	Andreas	mann			dagskritikk	Dagbladet		1904			309								Rysstad	Gunnar	pseudonym for Jacob Petersen	mann	Vaarnott	Kristiania	1904	lyrikk	nynorsk	epos
8953	Wiers-Jenssen	Hans	mann	H.W.J.		dagskritikk	Dagbladet		1901			331								Rønne	Jakob		mann	Abhaja	Bergen	1901	drama	bokmål	
8954	Skard	Matias	mann			dagskritikk	Dagbladet		1885			423						nynorsk		Sauerwein	G.J.J.		mann	Frie Viso ifraa Viggun		1885	lyrikk	nynorsk	
8955	anonym		ukjent			dagskritikk	Dagbladet		1908			339								Schirmer	Thorleif		mann	Den norske Kulturaand	Kristiania	1908	annen sakprosa	bokmål	Om Wergeland, Bjørnson og Ibsen, Kielland m.fl.
8956	Hansen	Johan Daniel Irgens	mann	I.H.		dagskritikk	Dagbladet		1885			454								Schjelderup	Leis	pseudonym: Sfinx	kvinne	Farveskitser	Bergen	1885	kortprosa	bokmål	
8957	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1900			342								Schjødt	Edle Hartmann	pseudonym: Sfinx	kvinne	Hjemme og gadelangs	Kristiania	1900	essay	bokmål	skisse
8958	Nissen	Fernanda	kvinne	F.N.		dagskritikk	Dagbladet		1902			350								Schjødt	Edle Hartmann		kvinne	Fif og halvfif	Kristiania	1902	kortprosa	bokmål	
8959	Schnitler	Balthazar	mann			artikkel, historie	Dagbladet		1905			124					Den historiske Roman og dens moderne Utvikling						ukjent				roman		
8960	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			322								Schnitler	Balthazar		mann	Mirjam	Kristiania	1896	roman	bokmål	
8961	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1897			138								Schnitler	Balthazar		mann	Mand og Kvinde	Kristiania	1897	roman	bokmål	
8962	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1899			111								Schnitler	Balthazar		mann	Af gammel Slægt	Kristiania	1899	roman	bokmål	
8963	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1900			364								Schnitler	Balthazar		mann	Norna	København	1900	roman	bokmål	
8964	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1902			322								Schnitler	Balthazar		mann	Haakon Adelsteinsfostre	København	1902	roman	bokmål	
8965	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1905			95								Schnitler	Balthazar		mann	Fra Viking til Konge	København	1905	roman	bokmål	
8966			ukjent	J.M.		dagskritikk	Dagbladet		1908			322								Schou	Olaf		mann	Blomstersange	København	1908	lyrikk	bokmål	
8967	Mjøen	Reidar	mann			dagskritikk	Dagbladet		1910			310								Schulerud	Mentz		mann	Remplins brev	Kristiania	1910	fortelling	bokmål	
8968	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1895			143								Schøyen	Carl		mann	Melodier	Kristiania	1895	lyrikk	bokmål	
8969	Larsen	Henry	mann	H.L.		dagskritikk	Dagbladet		1905			338								Schøyen	Carl		mann	Norges Nytid. Stemninger og Billeder fra Kamp- og Gjennembrudsåret 1905	København	1905	annen sakprosa	bokmål	
