lov_id	sprak	created_at	updated_at	tittel	kort_tittel	oversetter	bibsys	url	note	inote	utgave
282	ENG	25-JUN-04	18-SEP-14	Act relating to auditing and auditors	Auditors Act	Kredittilsynet		lov-19990115-002-eng.pdf			Translation revised January 2006
283	LAP	14-AUG-08	14-AUG-08	Láhka guolástan- ja bivdinvuoigatvuoda birra	Oassálastinláhka			http://www.regjeringen.no/se/dok/lagat-ja-njuolggadusat-/Lover/oassalastinlahka.html?id=516852&epslanguage=NO-SE			
284	ENG	06-DEC-01	16-SEP-14	Act no 17 of 26 March 1999 relating to tenancy agreements	Tenancy Act	Royal Norwegian Ministry of Foreing Affairs		lov-19990326-017-eng.pdf			Translation date: March 2001
285	ENG	17-MAR-00	29-MAY-12	Act relating to the strengthening of the status of human rights in Norwegian law	The Human Rights Act			lov-19990521-030-eng.pdf			
286	ENG	17-OCT-00	16-SEP-14	Act on financial contracts and financial assignments	Financial Contracts Act	Kredittilsynet		lov-19990625-046-eng.pdf			Translation date March 2000
287	ENG	05-FEB-08	16-SEP-14	Act relating to the provision and implementation of mental health care, with later amendments	Mental Health Care Act			lov-19990702-062-eng.pdf			Translation date: November 2007
288	LAP	05-OCT-04	06-OCT-04	Láhka divssohasvuoigatvuodaid birra	Divssohasvuoigatvuodaláhka	Sosial- og helsedirektoratet		lov-19990702-063-lap.pdf			
288	ENG	02-JAN-02	19-SEP-14	Act relating to patients' rights	Patients' Rights Act	Ministry of Foreign Affairs		lov-19990702-063-eng.pdf	Amendments by Act-2006-12-22-99 has to be searched separately		
289	ENG	02-JAN-02	06-JAN-16	Act of 2 July 1999 No. 64 relating to Health Personnel etc.	The Health Personnel Act	Ministry of Health and Care Services		https://www.regjeringen.no/no/dokumenter/act-of-2-july-1999-no-64-relating-to-hea/id107079/			With amendments made previous to 1 July 2002
290	ENG	01-OCT-01	08-JUL-16	Act relating to payment systems, etc.		Norges bank		http://www.norges-bank.no/en/about/Mandate-and-core-responsibilities/Legislation/Act-relating-to-Payment-Systems-etc/			
291	ENG	29-JUL-02	25-MAY-12	Act of 14 April 2000 no. 31 relating to the processing of personal data	Personal Data Act	Ministry of Foreign Affairs		lov-20000414-031-eng.pdf			
292	ENG	05-DEC-00	16-SEP-14	Act on radiation protection and use of radiation				lov-20000512-036-eng.pdf			Translated October 2000
293	ENG	11-APR-06	18-SEP-14	Act on health and social preparedness		Ministry of Foreign Affairs		lov-20000623-056-eng.pdf			Translation date: 2005
294	ENG	09-NOV-06	09-NOV-06	Act relating to river systems and groundwater	Water Resources Act	Ministry of Petroleum and Energy		lov-20001124-082-eng.pdf			
295	ENG	30-MAY-03	16-SEP-14	Act relating to sea-ranching		Ministry of Fisheries		lov-20001221-118-eng.pdf			Translated December 2002
296	ENG	08-FEB-05	16-SEP-14	Act relating to security guard services		Ministry of Foreign Affairs		lov-20010105-001-eng.pdf			Translation date: December 2004
297	ENG	26-MAR-02	16-SEP-14	Act relating to state compensation for personal injury caused by criminal act, etc.	Compensation for Victims of Violent Crime Act	Ministry of Foreign Affairs		http://voldsoffererstatning.no/index.php?id=11			Translated January 2002
298	ENG	06-JAN-16	08-SEP-20	Act relating to the execution of sentences etc.	The Execution of Sentences Act			https://lovdata.no/dokument/NLE/lov/2001-05-18-21			
299	ENG	30-OCT-01	06-JAN-16	Act of 18 May 2001 No. 24 on Personal Health Data Filing Systems and the Processing of Personal Health Data	Personal Health Data Filing System Act	Ministry of Health and Care Services		https://www.regjeringen.no/no/tema/helse-og-omsorg/folkehelse/Act-of-18-May-2001-No-24-on-Personal-Health-Data-Filing-Systems-and-the-Processing-of-Personal-Health-Data-Personal-Health-Data-Filing-System-Act-/id224129/			With amendments made previous to 1. November 2002
300	ENG	11-JUN-20	11-JUN-20	The Act relating to Foundations	The Foundations Act			https://lottstift.no/wp-content/uploads/2016/01/The-Foundation-act.pdf			
301	ENG	16-FEB-04	18-SEP-14	Act concerning the determination and alteration of local government boundaries	Local Government Boundaries Act	Ministry of Local Government and Regional Development		lov-20010615-070-eng.pdf			Translation: 2003
302	ENG	24-JUN-04	18-SEP-14	Act relating to veterinarians and other animal health personnel		Ministry of Foreign Affairs		lov-20010615-075-eng.pdf			Translation December 2001
303	ENG	11-SEP-02	20-FEB-07	Act relating to the protection of the environment in Svalbard	Svalbard Environmental Protection Act	Ministry of the Environment		http://www.regjeringen.no/en/doc/Laws/Acts/Svalbard-Environmental-Protection-Act.html?id=173945			
304	LAP	04-SEP-15	04-SEP-15	Láhka spesialistadearvvasvuodabálvalusa jna. birra				https://www.regjeringen.no/se/dokumenter/lahka-spesialistadearvvavuoabalvalusa-jn/id516848/			
304	ENG	16-JAN-14	18-SEP-14	Act relating to Health authorities and Health trusts	Health Authorities and Health Trusts Act	Ministry of Health and Care Services		lov-20010615-093-eng.pdf			Translation: December 2013
305	ENG	10-FEB-09	10-FEB-09	Act relating to notaries public				lov-20020426-012-eng.pdf			Most recently amended: Act 2008-06-27-53
306	ENG	14-SEP-05	15-FEB-11	Act relating to the prevention of fire, explosion and accidents involving hazardous substances and the fire service		Directorate of Civil Protection and Emergency Planning		http://www.dsb.no/Global/Publikasjoner/Tidligere/Andre/Act%20relating%20to%20the%20Prevention%20of%20Fire.pdf			
307	ENG	10-JAN-18	08-SEP-20	Act relating to consumer purchases	Consumer Purchases Act			https://lovdata.no/dokument/NLE/lov/2002-06-21-34			
308	ENG	14-JAN-16	14-JAN-16	Act on Professional Transport by Motor Vehicle and Vessel	Professional Transport Act	Ministry of Transport and Communications		https://www.regjeringen.no/en/dokumenter/act-on-professional-transport-by-motor-v/id636843/			
309	ENG	16-FEB-04	08-SEP-20	Act relating to parliamentary and local government elections	Election Act			https://lovdata.no/dokument/NLE/lov/2002-06-28-57			
310	ENG	08-SEP-20	08-SEP-20	Act relating to folk high schools	The Folk High School Act			https://lovdata.no/dokument/NLE/lov/2002-12-06-72			
311	ENG	03-SEP-09	03-SEP-09	Act concerning electronic money institutions				http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Banking_finance/Act_E-money_Institutions.pdf			Translation as of May 2008
312	ENG	24-JUN-04	18-SEP-14	Act relating to biobanks		Ministry of Foreign Affairs		lov-20030221-012-eng.pdf	Amendments by Act-2006-12-22-99 has to be searched separately		Translation May 2004
313	ENG	28-FEB-11	28-NOV-16	Act relating to design protection	Designs Act			https://www.patentstyret.no/en/norwegian-designs-act			
314	ENG	08-MAR-05	20-FEB-07	Act relating to the right to environmental information and participation in decision-making processes relating to the environment	Environmental Information Act	Ministry of Environment		http://www.regjeringen.no/en/doc/Laws/Acts/Environmental-Information-Act.html?id=173247			
315	ENG	24-SEP-03	25-MAY-12	Act relating to certain aspects of electronic commerce and other information society services	Electronic Commerce Act	Ministry of Foreign Affairs		lov-20030523-035-eng.pdf			
316	ENG	13-AUG-08	08-JUL-15	Act relating to housing cooperatives	The Housing Cooperatives Act	Ministry of Local Government and Modernisation		https://www.regjeringen.no/en/dokumenter/the-housing-cooperatives-act/id439595/			
317	ENG	14-JUN-05	16-SEP-14	Act on measures to combat the laundering of proceeds etc.	Money Laundering Act			lov-20030620-041-eng.pdf			With amendments as of April 15th 2009
318	ENG	19-JAN-16	19-JAN-16	Act relating to Tertiary Vocational Education		Ministry of Education and Research		https://www.regjeringen.no/en/dokumenter/act-relating-to-tertiary-vocational-educ/id426473/			
319	ENG	25-MAY-16	25-MAY-16	Act of 27 June 2003 No. 57 relating to Norway&#146;s territorial waters and contiguous zone				http://faolex.fao.org/docs/pdf/nor38370.pdf			
320	ENG	02-DEC-04	16-SEP-14	Act relating to the alternative treatment of disease, illness, etc.		Ministry of Foreign Affairs		lov-20030627-064-eng.pdf			Translation date: July 2004
321	ENG	10-APR-06	16-SEP-14	Act on an introductory programme and Norwegian language instruction for newly arrived immigrants	Introduction Act	Ministry of Foreign Affairs		lov-20030704-080-eng.pdf			Translation date: August 2006
322	ENG	08-SEP-20	08-SEP-20	Act relating to electronic communications	The Electronic Communications Act			https://lovdata.no/dokument/NLE/lov/2003-07-04-83			
323	ENG	08-SEP-20	08-SEP-20	Act relating to independent schools	The Independent Schools Act			https://lovdata.no/dokument/NLE/lov/2003-07-04-84			
324	ENG	02-DEC-04	16-SEP-14	Act relating to the application of biotechnology in human medicine, etc.	The Biotechnology Act	Ministry of Foreign Affairs		lov-20031205-100-eng.pdf			Translation date: November 2004
325	ENG	08-JUL-08	16-SEP-14	Act relating to food production and food safety etc.	Food Act	Ministry of Foreign Affairs		lov-20031219-124-eng.pdf			Translation date: July 2007
326	ENG	24-JUN-04	15-FEB-11	Act concerning implementation and enforcement of the competition rules of the EEA Agreement	The EEA Competition Act			http://www.konkurransetilsynet.no/en/legislation/European-Economic-Area/The-EEA-Competition-Act-of-2004/			Including amendments in Act  of 17 December 2004 no. 100
327	ENG	08-APR-15	08-APR-15	Act on competition between undertakings and control of concentrations	Competition Act	Ministry of Trade, Industry and Fisheries		lov-20040305-012-eng.pdf			Including amendments in Act of 14 June 2013 no 35
328	ENG	06-FEB-07	08-SEP-20	Act relating to arbitration	Arbitration Act			https://lovdata.no/dokument/NLE/lov/2004-05-14-25			
329	ENG	08-FEB-05	25-MAY-12	Act relating to the register of data on foreign currency exchange transactions and transfers of monetary instruments into and out of Norway	Foreign Exchange Register Act	Ministry of Foreign Affairs		lov-20040528-029-eng.pdf			
330	ENG	10-APR-06	10-APR-06	Provisional act relating to a trial scheme for premises for drug injection	Drug Injection Rooms Act	Ministry of Foreign Affairs		lov-20040702-064-eng.pdf			
331	ENG	05-JUL-05	07-JAN-16	Act relating to bookkeeping	Bookkeeping Act	The Norwegian Institute of Public Accountants		http://bibsys-primo.hosted.exlibrisgroup.com/UBO:default_scope:BIBSYS_ILS71471456300002201	Den Norske revisorforening (The Norwegian Institute of Public Accountants) may provide an electronic version		Updated as per January 2014
332	ENG	20-JAN-05	20-FEB-07	Act relating to greenhouse gas emission allowance trading and the duty to surrender emission allowances	Greenhouse Gas Emission Trading Act	Ministry of the Environment		http://www.regjeringen.no/en/doc/Laws/Acts/Greenhouse-Gas-Emission-Trading-Act.html?id=172242			
333	ENG	18-NOV-08	08-SEP-20	Act relating to universities and university colleges	University and University Colleges Act			https://lovdata.no/dokument/NLE/lov/2005-04-01-15			
334	ENG	15-FEB-18	15-FEB-18	The Penal Code	The Penal Code			https://lovdata.no/dokument/NLE/lov/2005-05-20-28			
335	ENG	11-APR-06	11-APR-06	Act relating to forestry	Forestry Act	Ministry of Foreign Affairs		lov-20050527-031-eng.pdf			
336	ENG	10-APR-06	16-MAY-12	Act on prohibition of discrimination based on ethnicity, religion, etc.	Anti-discrimination Act	Ministry of Foreign Affairs		http://www.regjeringen.no/en/doc/laws/Acts/the-act-on-prohibition-of-discrimination.html?id=449184			
337	ENG	14-JAN-16	14-JAN-16	Act on Notification, Reporting and Investigation of Railway Accidents and Railway Incidents etc.	Railway Investigation Act	Ministry of Transport and Communications		https://www.regjeringen.no/en/dokumenter/Act-on-Notification-Reporting-and-Invest/id470034/			
338	ENG	08-SEP-20	08-SEP-20	Act relating to student financial aid	The Student Financial Aid Act			https://lovdata.no/dokument/NLE/lov/2005-06-03-37			
339	ENG	04-SEP-06	09-MAY-08	The Act ont he Equality and Anti-Discrimination Ombud and the Equality and Anti-Discrimination Tribual	The Anti-Discrimination Ombud Act	Ministry of Children and Equality		http://www.regjeringen.no/en/doc/Laws/Acts/The-Act-on-the-Equality-and-Anti-Discrim.html?id=451952			
340	ENG	11-MAY-06	06-DEC-17	Act no 41 on Insurance Mediation		The Financial Supervisory Authority of Norway		https://www.finanstilsynet.no/globalassets/laws-and-regulations/laws/act-insurance-mediation.pdf			Translated January 2006
341	ENG	10-APR-06	16-SEP-14	Act on Norwegian nationality	Norwegian Nationality Act	Ministry of Foreign Affairs		lov-20050610-051-eng.pdf			Unofficial translation - June 2007
342	ENG	02-JUN-06	08-SEP-20	Act relating to working environment, working hours and employment protection, etc.	Working Environment Act			https://lovdata.no/dokument/NLE/lov/2005-06-17-62			
343	ENG	11-APR-06	08-SEP-20	Act relating to kindergartens	The Kindergarten Act			https://lovdata.no/dokument/NLE/lov/2005-06-17-64			
344	ENG	17-FEB-10	17-FEB-10	Act relating to aquaculture	Aquaculture Act	Ministry of Fisheries and Coastal Affairs		http://www.fiskeridir.no/akvakultur/lov-om-akvakultur/aquaculture-act			
345	LAP	14-AUG-08	14-AUG-08	Láhka geassemánu 17. 2005 nr. 85 riektediliid ja eatnamiid ja luondduvalljodagaid hálddaheami birra Finnmárkku fylkkas	Finnmárkkuláhka			http://www.regjeringen.no/se/dok/lagat-ja-njuolggadusat-/Lover/finnmarkkulahka.html?id=515308&epslanguage=NO-SE			
345	ENG	02-SEP-05	08-SEP-20	Act relating to legal relations and management of land and natural resources in Finnmark	Finnmark Act			https://lovdata.no/dokument/NLE/lov/2005-06-17-85			
346	ENG	06-MAY-09	06-DEC-17	Act relating to mediation and procedure in civil disputes	The Dispute Act			https://lovdata.no/dokument/NLE/lov/2005-06-17-90			
347	ENG	02-SEP-15	02-SEP-15	Act on a national register for land information	Cadastre Act	Ministry of Local Government and Modernisation		https://www.regjeringen.no/en/dokumenter/cadastre-act/id455530/			
348	ENG	30-APR-07	16-SEP-14	Act on certain aspects relating to the political parties	Political Parties Act	Ministry of Government Administration, Reform and Church Affairs		http://www.regjeringen.no/upload/FAD/Vedlegg/Partifinansiering/Political_parties_act.pdf			Amended by Act-2013-03-01
349	ENG	21-FEB-11	16-SEP-14	Provisions on the management of the Government Pension Fund				http://www.regjeringen.no/en/dep/fin/Selected-topics/the-government-pension-fund/the-guidelines-for-the-management-of-the.html?id=434605			As of 1st March 2010
350	ENG	05-FEB-08	16-SEP-14	Act relating to cosmetic products and body care products, etc.				lov-20051221-126-eng.pdf			Translation date: November 2007
351	ENG	23-FEB-10	06-DEC-17	Act relating to the right of access to documents held by public authorities and public undertakings	Freedom of Information Act			https://lovdata.no/dokument/NLE/lov/2006-05-19-16			
352	ENG	08-MAR-07	16-SEP-14	Act on ethics and integrity in research		Ministry of Foreign Affairs		lov-20060630-056-eng.pdf			Translation date: February 2007
353	ENG	27-MAR-08	18-SEP-14	Act amending the Patients' Rights Act and the Biobank Act (health care and research - persons without competence to give consent)				lov-20061222-099-eng.pdf			Translation date: October 2007
354	ENG	02-FEB-09	24-FEB-16	Act of 16 February 2007 No. 9 relating to ship safety and security	Ship Safety and Security Act			https://www.sjofartsdir.no/en/legislation/laws/act-of-16-february-2007-no-9-relating-to-ship-safety-and-security/	Last amended by Act of 9 May 2014 No. 16		
355	LAP	14-AUG-08	14-AUG-08	Boazodoalloláhka				http://www.regjeringen.no/se/dok/lagat-ja-njuolggadusat-/Lover/lahka-geassemanu-12-b-1987-nr-56-samedik.html?id=449701&epslanguage=NO-SE			
356	ENG	04-SEP-09	16-JUN-15	The stock exchange act				http://www.oslobors.no/ob_eng/obnewsletter/download/114e5a95ba20c4a3eff1b216dd6c480b/file/file/The_Stock_Exchange_Act.pdf			Translation updated August 2008
357	ENG	13-FEB-08	18-DEC-19	Act on securities trading	Securities Trading Act			https://www.finanstilsynet.no/globalassets/laws-and-regulations/laws/securities-trading-act.pdf			Translation update January 2015
358	ENG	16-NOV-07	16-NOV-07	Act relating to cooperative societies	The Cooperative Societies Act	COOP NKL		lov-20070629-081-eng.pdf			
359	ENG	29-SEP-11	17-NOV-14	Act on customs duties and movement of goods	Customs Act	Directorate of Customs and Excise		http://www.toll.no/PageFiles/6413/Customs_Duty_and_Movement_of_Goods_Act.pdf			With current amendments
360	ENG	07-JUL-11	08-SEP-20	Act relating to the admission of foreign nationals into the realm and their stay here	Immigration Act			https://lovdata.no/dokument/NLE/lov/2008-05-15-35			
361	ENG	24-SEP-09	24-SEP-09	Act relating to the management of wild living marine resources	Marine Resources Act	Ministry of Fisheries and Coastal Affairs		lov-20080606-037-eng.pdf			
362	ENG	17-APR-09	17-APR-09	Act relating to a prohibition against discrimination on the basis of disability	Anti-discrimination and Accessibility Act			lov-20080620-042-eng.pdf			
363	ENG	06-JUL-09	06-JUL-09	Act on medical and health research	Health Research Act			lov-20080620-044-eng.pdf			
364	ENG	02-JUN-10	16-SEP-14	Act relating to planning and the processing of building applications (the planning part)	Planning- and Building Act  (the planning part)			http://www.regjeringen.no/en/doc/Laws/Acts/Act-of-27-June-2008-No-71-relating-to-Planning-and-the-Processing-of-Building-Applications-the-Planning-and-Building-Act-the-Planning-part.html?id=570450			Translation date: January 2010
365	ENG	20-AUG-09	06-DEC-17	Act relating to the control of marketing and contract terms and conditions, etc.	The Marketing Control Act			https://lovdata.no/dokument/NLE/lov/2009-01-09-2			
366	ENG	23-FEB-18	09-JAN-21	Act relating to measures to combat money laundering and the financing of terrorism, etc.	Money Laundering Act			https://www.finanstilsynet.no/globalassets/laws-and-regulations/laws/money-laundering-act-2009.pdf			Translation as of April 2009
367	ENG	25-JUN-10	07-JAN-16	Act relating to value added tax	VAT Act			http://bibsys-primo.hosted.exlibrisgroup.com/UBO:default_scope:BIBSYS_ILS71506301870002201			Updated as per 1 January 2013
368	ENG	02-JAN-14	02-JAN-14	Animal welfare act		Ministry of Agriculture and Food		http://www.regjeringen.no/en/doc/laws/Acts/animal-welfare-act.html?id=571188			
369	ENG	18-NOV-09	18-NOV-09	Act relating to the management of biological, geological and landscape diversity	Nature Diversity Act			http://www.regjeringen.no/en/doc/Laws/Acts/nature-diversity-act.html?id=570549			
370	ENG	28-MAY-10	16-SEP-14	Act relating to the acquisition and extraction of mineral resources	Minerals Act	Ministry of Trade and Industry		lov-20090619-0101-eng.pdf			Translation as of May 2010
371	ENG	30-SEP-10	28-NOV-16	Trademarks Act				https://www.patentstyret.no/en/norwegian-trademarks-act			
372	ENG	08-SEP-20	08-SEP-20	Act relating to the processing of data by the police and the prosecuting authority	The Police Databases Act			https://lovdata.no/dokument/NLE/lov/2010-05-28-16			
373	ENG	02-SEP-15	02-SEP-15	Act on an infrastructure for geographical information	Spatial Data Act	Ministry of Local Government and Modernisation		https://www.regjeringen.no/en/dokumenter/spatial-data-act/id613612/			
374	ENG	29-SEP-11	29-SEP-11	The Norwegian Public Health Act	Public Health Act			lov-20110624-029-eng.pdf			
375	ENG	16-JAN-14	18-SEP-14	Act relating to municipal Health and care services, etc.	Health and Care Services Act	Ministry of Health and Care Services		lov-20110624-030-eng.pdf			Translation: December 2013
376	ENG	07-FEB-14	18-SEP-14	Act on elcertificates		Statsnett		http://www.statnett.no/Global/Dokumenter/Kraftsystemet/Elsertifikater/English%20unofficial%20translation%20of%20Norwegian%20elcertificate%20act.pdf			Translation date unknown
377	ENG	30-JUN-15	30-JUN-15	Act on Securities Funds	Securities Funds Act			http://www.finanstilsynet.no/Global/English/Laws_and_regulations/Securities_market/Securities_Funds_Act.pdf			Translation as of March 2012
378	ENG	13-DEC-17	13-DEC-17	Act on Business and Industry Preparedness	Business and Industry Preparedness Act			https://lovdata.no/dokument/NLE/lov/2011-12-16-65			
379	ENG	08-SEP-20	08-SEP-20	Act relating to arrest and surrender to and from Norway for criminal offences on the basis of an arrest warrant	The Arrest Warrant Act			https://lovdata.no/dokument/NLE/lov/2012-01-20-4			
380	ENG	17-AUG-12	17-AUG-12	Act relating to Eksportkreditt Norge A/S	Export Credit Act	Ministry of Trade and Industry		http://www.regjeringen.no/en/dep/nhd/documents/government-propositions-and-reports/prop/2011-2012/prop-102-ll-20112012.html?id=680347	Preliminary version: Prop. 102 L (2011-2012) Proposition to the Storting (Bill)		
381	ENG	28-NOV-13	28-NOV-13	Act relating to a prohibition against discrimination on the basis of sexual orientation, gender Identity and gender expression	Sexual Orientation Anti-Discrimination Act	Ministry of Children, Equality and social Inclusion		lov-20130621-058-eng.pdf			
382	ENG	28-NOV-13	28-NOV-13	Act relating to gender equality	Gender Equality Act	Ministry of Children, Equality and social Inclusion		lov-20130621-059-eng.pdf			
383	ENG	28-NOV-13	28-NOV-13	Act relating to a prohibition against discrimination on the basis of ethnicity, religion and belief	Ethnicity Anti-Discrimination Act	Ministry of Children, Equality and social Inclusion		lov-20130621-060-eng.pdf			
384	ENG	28-NOV-13	28-NOV-13	Act relating to a prohibition against discrimination on the basis of disability	Ant-Discrimination and Accessbility Act	Ministry of Children, Equality and social Inclusion		lov-20130621-061-eng.pdf			
385	ENG	18-DEC-19	18-DEC-19	The Land Consolidation Act	The Land Consolidation Act			https://lovdata.no/dokument/NLE/lov/2013-06-21-100			
386	ENG	13-DEC-13	24-FEB-16	Act of 21 June 2013 No. 102 relating to employment protection etc. for employees on board ships	Ship Labour Act			https://www.sjofartsdir.no/en/legislation/laws/ship-labour-act/	Last amended by Act of 9 May 2014 No. 16		
387	ENG	13-DEC-17	13-DEC-17	Act relating to the duty of disclosure regarding and right to cancel distance contracts and off-premises sales	The Cancellation Act			https://lovdata.no/dokument/NLE/lov/2014-06-20-27			
388	ENG	03-MAR-20	03-MAR-20	Act relating to mediation by the National Mediation Service	The Mediation Service Act			https://lovdata.no/dokument/NLE/lov/2014-06-20-49			
389	ENG	13-DEC-17	13-DEC-17	Act on compensation for natural damage	Natural Damage Compensation Act			https://lovdata.no/dokument/NLE/lov/2014-08-15-59			
390	ENG	15-FEB-18	09-MAR-20	Foreign Service Act	Foreign Service Act			https://lovdata.no/dokument/NLE/lov/2015-02-13-9			
391	ENG	22-FEB-18	09-MAR-20	Act on financial institutions and financial groups	Financial Institutions Act	Translation as of December 2018		https://www.finanstilsynet.no/globalassets/laws-and-regulations/laws/financial-institutions-act-2015.pdf			
392	ENG	28-JAN-16	09-JAN-21	Act relating to the Norwegian National Human Rights Institution				https://www.legislationline.org/download/id/7142/file/Norway_Act%20relating%20to%20the%20Norwegian%20NHRI_2015_eng.pdf			
393	ENG	08-SEP-20	08-SEP-20	Act relating to Cash Register Systems	The Cash Register Systems Act			https://lovdata.no/dokument/NLE/lov/2015-06-19-58			
394	ENG	06-DEC-17	09-MAR-20	Act relating to authorisation of alternative dispute resolution entities in consumer matters	ADR Entities Act			https://lovdata.no/dokument/NLE/lov/2016-06-17-29			
395	ENG	09-MAR-20	09-MAR-20	Act relating to adoption	Adoption Act			https://lovdata.no/dokument/NLE/lov/2017-06-16-48			
396	ENG	10-JAN-18	09-MAR-20	Act relating to the Equality and Anti-Discrimination Ombud and the Anti-Discrimination Tribunal	Equality and Anti-Discrimination Ombud Act			https://lovdata.no/dokument/NLE/lov/2017-06-16-50			
397	ENG	10-JAN-18	09-MAR-20	Act relating to equality and a prohibition against discrimination	Equality and Anti-Discrimination Act			https://lovdata.no/dokument/NLE/lov/2017-06-16-51			
398	ENG	09-MAR-20	09-MAR-20	Act relating to Norway's climate targets	Climate Change Act			https://lovdata.no/dokument/NLE/lov/2017-06-16-60			
399	ENG	09-MAR-20	09-MAR-20	Act relating to recognition of professional qualifications	The Professional Qualifications Act			https://lovdata.no/dokument/NLE/lov/2017-06-16-69			
400	ENG	09-MAR-20	09-MAR-20	Act relating to tertiary vocational education	The Vocational Education Act			https://lovdata.no/dokument/NLE/lov/2018-06-08-28			
401	ENG	18-DEC-19	09-MAR-20	Act relating to package travel and travel guarantees etc.	The Package Travel Act			https://lovdata.no/dokument/NLE/lov/2018-06-15-32			
402	ENG	03-MAR-11	03-MAR-11	The mining code (the mining regulations) for Spitsbergen (Svalbard)				for-19250807-3767-eng.pdf			With amendments last of 11th June 1975
403	ENG	05-FEB-09	05-FEB-09	Regulation concerning the air rescue service				for-19560810-3410-eng.pdf			Amended as of 28th February 1978
404	ENG	29-AUG-00	29-AUG-00	Regulations for the Import of Plants and Parts thereof, etc., to Norway				for-19641030-0001-eng.pdf			
405	ENG	02-JUL-09	02-JUL-09	Regulations concerning calculation of number of passangers and concerning passenger accommodation, etc.				for-19721002-0004-eng.pdf			Amended 29 June 2007
406	ENG	06-JUL-09	06-JUL-09	Regulations concerning the scope of work for seamen who serve in a leading post on board				for-19751017-0002-eng.pdf			Amended 23 December 1988
407	ENG	05-FEB-09	05-FEB-09	Regulations for preventing collisions at sea	Rules of the road at sea			for-19751201-0005-eng.pdf			Amended as of 29th June 2006
408	ENG	06-FEB-04	06-FEB-04	Royal decree of 17th December 1976 relating to the establishment om the economic zone of Norway					As supplement to Act no. 91 of 17th December 1976 relating to the economic zone of Norway		
409	ENG	02-JUL-09	02-JUL-09	Regulations concerning special trade passanger ships				for-19770215-0002-eng.pdf			Amended 29 June 2007
410	ENG	15-JAN-09	15-JAN-09	Regulations relating to safety delegates and working environment committees				http://www.ptil.no/regulations/category216.html			
411	ENG	26-APR-11	26-APR-11	Regulations concerning cargo-handling appliances in ships				for-19780117-0004-eng.pdf			Last amended 29th June 2007
412	ENG	14-MAY-14	14-MAY-14	Instructions for the Parliamentary Ombudsman for Public Administration		Minstry of Justice and Public Security		for-19800219-9862-eng.pdf			With amendments of 2013-06-17-1251
413	ENG	05-FEB-09	05-FEB-09	Regulations concerning danger messages, meteorological services, distress messages, life saving signals, etc.				for-19800527-0001-eng.pdf			
414	ENG	06-FEB-09	06-FEB-09	Regulations concerning trade areas				for-19811104-3793-eng.pdf			Amended as of 29th June 2007
415	ENG	06-FEB-09	06-FEB-09	Regulations concerning the prevention of pollution from ships	MARPOL regulations			for-19830616-1122-eng.pdf			
416	ENG	01-JUL-09	01-JUL-09	Regulations concerning safety precautions for gasfired installations, etc. operating on propane or other liquefied hydrocarbon gases used on board vessels				for-19831020-1580-eng.pdf			Amended 29 June 2007
417	ENG	10-FEB-09	10-FEB-09	Regulations concerning testing, inspection, approval and maintenance, etc. of containers				for-19840402-0827-eng.pdf			
418	ENG	25-NOV-04	01-JUL-09	Regulations concerning the control of diving system etc. on Norwegian ships				for-19840410-0940-eng.pdf			Amended 29 June 2007
419	ENG	03-FEB-09	03-FEB-09	Regulations concerning the control of ships carrying passangers in waters near Svalbard				for-19840629-1319-eng.pdf			
420	ENG	15-JAN-09	15-JAN-09	Regulations relating to work with ionizing radiation				for-19850614-1157-eng.pdf			
421	ENG	25-NOV-04	25-NOV-04	Regulations for the use of radioactive sources on board Norwegian drilling platforms and other mobile drilling units				for-19860113-0032-eng.pdf			
422	ENG	06-JUL-09	06-JUL-09	Regulations concerning the scope of application of the Seamen's Act				for-19860131-0222-eng.pdf			Amended 27 November 1992
423	ENG	06-JUL-09	06-JUL-09	Regulations concerning the employment agreement and settlement of wages form				for-19860203-0230-eng.pdf			Amended 4 February 2005
424	ENG	06-JUL-09	06-JUL-09	Regulations concerning compensation for loss of effects				for-19860203-0241-eng.pdf			Amended 4 February 2005
425	ENG	06-JUL-09	06-JUL-09	Regulations concerning a foreign service mission's loans to seamen				for-19860203-0243-eng.pdf			Amended 4 February 2005
426	ENG	04-SEP-00	07-JAN-16	Regulations relating to pedestrian and vehicle traffic	Traffic rules			http://www.vegvesen.no/_attachment/61989/binary/15308?fast_title=Norwegian+traffic+rules+in+English			
427	ENG	25-NOV-04	25-NOV-04	Regulations concerning welding equipment, etc. for the welding gases acetylene and oxygen on mobile offshore units				for-19861217-2317-eng.pdf			
428	ENG	25-NOV-04	25-NOV-04	Regulations concerning the construction and equipment of living quarters on mobile offshore units				for-19861217-2318-eng.pdf			
429	ENG	25-NOV-04	19-SEP-14	Regulations concerning field moves and towing of mobile offshore units and concerning towing system and mooring of supply ships at such units				for-19861217-2319-eng.pdf			
430	ENG	25-NOV-04	01-JUL-09	Regulations concerning the manning of Norwegian ships				for-19870317-0175-eng.pdf			Amended 29 June 2007
431	ENG	01-JUL-09	01-JUL-09	Regulations concerning carriage by ship of special or dangerous cargoes in bulk or as packaged goods				for-19870521-0406-eng.pdf			Amended 29 June 2007
432	ENG	01-JUL-09	01-JUL-09	Regulations concerning safety measures, etc. on passenger ships, cargo ships and lighters				for-19870615-0507-eng.pdf			Amended 29 June 2007
