"id","user_id","year","title","bibsys_objektid","report_type","pub_type","series","volume","publisher","publication_place","issn","isbn","journal","booktitle","number","chapter","edition","school","note","abstract","url","doi","crossref","pages","public","keywords","public_note","private_note"
582,13,"1992","Om sjølvframstilling i essayet som skrift - med Garborg og Montaigne som eksempel","","","Inbook","","","Senter for humanistisk kvinneforskning, Universitetet i Bergen","Bergen","","82-992330-4-6","","Leve og skrive: artikler om livshistorier","","","","","","","","","932563899","109-119",1,"[""forfatterskap""]",NULL,NULL
583,13,"1993","Utredningsmetodikk: hvordan skrive en utredning til glede for både deg selv og andre","930978153","","Book","","","TANO","Oslo","","82-518-3145-8","","","","","","","3. utg.","","","","","86",1,"[""skrivehåndbøker"",""utredninger""]",NULL,NULL
584,13,"1938-1942","Norsk kulturhistorie: billeder av folkets dagligliv gjennem årtusener","752139126","","Book","","","Cappelen","Oslo","","","","","","","","","","","","","","5 b.",1,"[""historie"",""lesing""]",NULL,NULL
585,13,"1942","Litteratur og lesning","","","Inbook","","","Cappelen","Oslo","","","","Norsk kulturhistorie: billeder av folkets dagligliv gjennem årtusener","","","","","","","","","752139126","254-407",1,"[""lese- og skriveforskning"",""lesing"",""litteratur""]",NULL,NULL
586,13,"1984","Norske tidsskrifter: bibliografi over periodiske skrifter i Norge inntil 1920","854029028","","Book","","","Universitetsbiblioteket","Oslo","","","","","","","","","Forfatterangivelsen tatt fra forordet. Kronologisk utgave, redigert av Erling Grønland.","","","","","XV, 188",1,"[""bibliografi"",""tidsskrift""]",NULL,"2011-08-16, Ommund: Hybrid med både (original)forfatter og redaktør. Skal vi gjøre begge til redaktører og beholde noten? Skal vi spare på overposten? "
587,13,"1984","Den norske tidsskriftlitteraturen","","","Inbook","","","Universitetsbiblioteket","Oslo","","","","Norske tidsskrifter: bibliografi over periodiske skrifter i Norge inntil 1920","","","","","Forfatterangivelsen tatt fra forordet. Kronologisk utgaveredigert av Erling Grønland.","","","","854029028","V-XV",1,"[""litteratur"",""tidsskrift"",""tidsskrifthistorie""]",NULL,NULL
599,8,"1988","Voldaminne","832116238","","Book","","","Volda Sogelag","Volda","","","","","","","","","Årsskrift","","","","","",1,"[""almanakker""]",NULL,"Må refererast på  anna måte? Direkte til artikkelen, ikkje til heile Voldaminne?\n"
589,13,"1988","Almanakken som folkebok","","","Inbook","","","Volda","","","","","Voldaminne.","","","","","Årsskrift.","","","","832116238","48-56",1,"[""almanakker"",""håndbøker""]",NULL,"<p>2011-08-16: Ommund: Denne m&aring; katalogiseres p&aring; samme m&aring;te som NL&Aring; (alts&aring; periodika/tidsskrift), trur eg. Kan alts&aring; kutte overordna post.</p>\n<p>&nbsp;</p>"
590,13,"1992","Utdanningsperspektiv på skriftkulturen: delrapport til utgreiing om norsk skriftkultur","921967233","","Book","","48/1992","Nordisk institutt, Universitetet i Bergen","Bergen","","","","","","","","","Katalogisert etter omslag","","","","","325 ",1,"[""lese- og skriveforskning"",""skriftkultur""]",NULL,NULL
591,13,"1969","Norsk presse i hundre år: 1820-1920 : utsyn og overblikk","752125214","","Book","","","Gyldendal","Oslo","","","","","","","","","Om bl.a. Knut Hamsun","","","","","381 ",1,"[""aviser"",""presse"",""pressehistorie""]",NULL,NULL
592,8,"1987","Fra litteraturhistoriens limbo. Søkelys på norske almenkulturelle og litterære periodika i tidsrommet 1760-1800.","","","Article","","","","","","","Eigenproduksjon","","30","","","","Utgis av Nordisk institutt ved Universitetet i Bergen. Ikke å oppdrive i NORART.","","","","","381",1,"[""historie"",""litteratur"",""litteraturhistorie""]",NULL,NULL
594,13,"2004","Enonsiativ teori - et perspektiv for studiet av vitenskapelige tekster","","","Article","","","","","1503-5565","","Akademisk prosa, skrifter fra KIAP","","2","","","","Ikke å oppdrive i Bibsys eller NORART","","","","","2-28",1,"[""vitenskapsretorikk""]",NULL,NULL
595,13,"2004","Mellom datapresisjon og tolkningspretensjon - et essay om metode: Tolkingsperspektiver for lingvistiske data fra vitenskapelige artikler.","","","Article","","","","","1503-5565","","Akademisk prosa, skrifter fra KIAP","","2","","","","Oppfordring til KIAP-prosjektet (Kulturell identitet i akademisk prosa) i tolkningsfasen. Ikke å oppdrive i Bibsys eller NORART.","","http://folk.uio.no/khflyum/KIAPkhf1-2004.html","","","49-68",1,"[""hermeneutikk"",""metode""]",NULL,NULL
596,13,"2004","Some characteristics of argumentative abstracts","","","Article","","","","","1503-5565","","Akademisk prosa, Skrifter fra KIAP","","2","","","","Publikasjon knyttet til forskningsprosjektet Kulturell Identitet i Akademisk Prosa (KIAP), ved Institutt for fremmedspråk, Universitetet i Bergen, 2002-2006. Ikke å oppdrive i Bibsys eller NORART.","","","","","49-68",1,"[""tekstlingvistikk"",""vitenskapsretorikk""]",NULL,NULL
597,13,"2004","Om bruken av ""on"" i vitenskapelige artikler","","","Article","","","","","1503-5565","","Akademisk prosa, skrifter fra KIAP","","2","","","","Ikke å oppdrive i Bibsys eller NORART.","","","","","137-150",1,"[""språkvitenskap"",""vitenskapsretorikk""]",NULL,NULL
598,13,"2004","Det homofone kor eller Konferansemiddagen.","","","Article","","","","","1503-5565","","Akademisk prosa, skrifter fra KIAP","","2","","","","Ikke å oppdrive i Bibsys eller NORART.","","","","","151-166",1,"[""flerstemmighet"",""forskningsformidling"",""historie"",""modelleser"",""vitenskapsretorikk""]",NULL,NULL
600,13,"1993","Skriften på pulten: artiumsstilen i Norge 1880-1993","931295807","","Book","","","Ad Notam Gyldendal","Oslo","","82-417-0236-1","","","","","","","","","","","","176 ",1,"[""skolestiler"",""skriveopplæring""]",NULL,NULL
601,13,"1997","Humanioradagene i pressen","970800304","","Book","","nr 75","Norges forskningsråd","Oslo","","82-12-00868-1","","","","","","","Inngår i forskningsprosjektet Norsk sakprosa. ""Prosjekteter en del av Norges forskningsråds program for Kultur- og tradisjonsformidlende forskning (KULT)","En undersøkelse av hvordan Humanioradagene i 1994 og 1995 ble dekket i Oslo-pressen.","","","","118 ",1,"[""brosjyrer"",""forskningsformidling"",""humaniora"",""presse""]",NULL,NULL
602,13,"1997","Fiksjon og fakta i lærebøker: vurdering av fiksjonsinnslag i seks lærebøker","970801882","","Book","","nr 76","Noregs forskingsråd","Oslo","","82-12-00870-3","","","","","","","Inngår i forskningsprosjektet Norsk sakprosa. ""Prosjekteter ein del av Noregs forskingråds program for Kultur- og tradisjonsformidlande forsking (KULT)""","","","","","97",1,"[""læremidler"",""sjanger""]",NULL,NULL
603,13,"1998","Språknormering i sakprosaen","981918557","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave - Universitetet i Oslo, 1998. Katalogisert etter omslag","","","","","VII, 117 bl.",1,"[""språk"",""språknormering"",""Sakprosa""]",NULL,NULL
604,13,"2000","Litteraturens norske nullpunkt: syv pamfletter om norsk sakprosa","00113891x","","Book","","","Cappelen","Oslo","","82-02-20151-9","","","","","","","","","","","","167",1,"[""litteratur"",""pamfletter"",""sakprosahistorie"",""Sakprosa""]",NULL,NULL
605,13,"1998","Kunsten å skrive godt","981637337","","Book","","","Tano Aschehoug","Oslo","","82-518-3724-3","","","","","","","2. oppl.: Universitetsforlaget","","http://www.nb.no/utlevering/contentview.jsf?urn=URN:NBN:no-nb_digibok_2008080604091#&struct=DIV34","","","243 ",1,"[""retorikk"",""skrivehåndbøker""]",NULL,NULL
606,13,"1995","Arbeid med sakprosasjangrene: en analyse av gjeldende fagplan og dagens lærebøker i norsk for 4.-6.klasse","960221093","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i nordisk - Universitetet i Oslo, 1995","","","","","162 bl.",1,"[""barn og ungdom"",""læremidler"",""norskfaget"",""sjanger"",""Sakprosa""]",NULL,NULL
607,13,"1976","Synsvinkler: sakprosa-antologi for den videregående skole","940982862","","Book","","","Gyldendal","Oslo","","82-05-07844-0","","","","","","","","","","","","274",1,"[""kanon"",""Sakprosa""]",NULL,NULL
608,13,"1992","Retorikkens tre ansikter","92008396x","","Book","","64","Cappelen","Oslo","","82-02-13230-4","","","","","","","","","","","","142 ",1,"[""retorikk""]",NULL,NULL
609,13,"1994","Deutsche und norwegische Sachprosa im Vergleich: ein Arbeitsbericht","942246977","","Book","","","Germanistisk institutt, Universitetet i Oslo","Oslo","","","","","","","","","","","","","","128",1,"[""håndbøker"",""lesing""]",NULL,NULL
610,13,"1920","Den bergenske presse i det attende aarhundrede","06133085x","","Book","","","Bergen Historiske Forening","Bergen","","","","","","","","","Utgitt i serien Bergen Historiske Forenings Skrifter","","","","","122-175",1,"[""presse"",""pressehistorie""]",NULL,NULL
611,13,"2001","Ta leseren alvorlig!, eller Hvordan gjøre en faglig tekst faglig","01149509x","","Book","","","Høgskolen i Oslo, Avdeling for journalistikk, bibliotek- og informasjonsfag","Oslo","","82-579-4060-7","","","","","","","2. utg. Bygger til dels på: Faglig forfatterskap / Anne M. HasundLangballe","","","","","33",1,"[""akademisk skriving"",""forskningsformidling"",""skrivehåndbøker""]",NULL,"NB! FIKS REFERANSE\n"
612,13,"1996","Tre retoriske strategier: tre av Bjørnstjerne Bjørnsons sakprosaiske og skjønnlitterære innlegg i sedelighetsdebatten sett i et retorisk perspektiv","961677902","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i nordisk - Universitetet i Oslo, 1996","","","","","146, [36]",1,"[""kjønn"",""retorikk"",""Sakprosa""]",NULL,NULL
613,13,"1984","Vår tid og vår diktning: et utvalg av norsk og utenlandsk skjønnlitteratur og sakprosa fra 1945 til vår egen tid","844155209","","Book","","","Cappelen","Oslo","","82-02-02299-1","","","","","","","Ny utg.","","","","","399",1,"[""kjønn"",""litteratur"",""litteraturhistorie"",""sakprosahistorie"",""Sakprosa""]",NULL,NULL
614,13,"1992","På eventyr i språket og i villmarka: Fridtjof Nansen som populærvitenskapelig forfatter","930976630","","Book","","26","Det norske videnskaps-akademi","Oslo","","","","","","","","","Særtrykk av: Det norske videnskaps-akademi. Årbok, 1991","","","","","14",1,"[""forfatterskap"",""naturfag/naturvitenskap"",""populærvitenskap"",""språk"",""reiseskildringer/reisebeskrivelser""]",NULL,NULL
615,13,"1988","Jeg fant, jeg fant!","884110869","","Book","","","Aschehoug","Oslo","","","","","","","","","","","","","","4 b.",1,"[""litteraturhistorie"",""læremidler""]",NULL,NULL
616,13,"1985","Den vitenskapelige artikkel","74044","","Article","","17","","","0800-1715","","Forskerforum","","4","","","","","","","","","24-26 : ",1,"[""forskningsformidling"",""medisin og helse""]",NULL,NULL
617,13,"1986","Symposion : den historiske biografi : 1","79315","","Article","","3","","","0800-336X","","Nytt norsk tidsskrift","","2","","","","","","","","","[62]-65",1,"[""biografier""]",NULL,NULL
618,13,"1988","Analyseboka: sakprosa, skjønnlitteratur","893017124","","Book","","","Norsk Undervisningsforlag","""""","","82-7376-004-9","","","","","","","","","","","","144",1,"[""kjønn"",""litteratur"",""sakprosaanalyse"",""tekstanalyse"",""Sakprosa""]",NULL,NULL
619,13,"1999","Jag skriver, alltså är jag: en bok för fackskribenter som vill berätta","991615697","","Book","","","Studentlitteratur","Lund","","91-44-01107-5","","","","","","","Bibliografi, s. 124-128","","","","","128 ",1,"[""akademisk skriving"",""forskningsformidling"",""skrivehåndbøker""]",NULL,NULL
620,13,"1986","Symposion : den historiske biografi : 2","79314","","Article","","3","","","0800-336X","","Nytt norsk tidsskrift","","2","","","","","","","","","66-70",1,"[""biografier""]",NULL,NULL
621,13,"1986","Symposion: den historiska biografin : 4","79312","","Article","","3","","","0800-336X","","Nytt norsk tidsskrift","","2","","","","","","","","","73-76",1,"[""biografier"",""historie""]",NULL,NULL
622,13,"1986","Symposion : den historiske biografi : 3","79313","","Article","","3","","","0800-336X","","Nytt norsk tidsskrift","","2","","","","","","","","","70-73",1,"[""biografier""]",NULL,NULL
623,13,"1969","Partiprogrammer om forsknings- og utdanningspolitikken  1969-1973","20482","","Article","","78","","","0036-3928","","Samtiden","","9","","","","","","","","","539-546",1,"[""partiprogrammer"",""politikk""]",NULL,NULL
624,13,"1988","Forkynnelse eller markedsføring av evangeliet? : forkynnelse i kommunikasjonsteoretisk perspektiv","103228","","Article","","21","","","0333-340X","","Ung teologi","","2","","","","","","","","","[13]-22",1,"[""forkynnelse"",""muntlige tekster""]",NULL,NULL
625,13,"1982","Det nynorske essayet frå a til Aa","48326","","Article","","36","","","0042-6288","","Vinduet","","3","","","","","","","","","24-34",1,"[""nynorsk""]",NULL,NULL
626,8,"1986","Å lese tysk sakprosa: innføring i grammatisk leseteknikk","872032698","","Book","","","Universitetsforlaget","Oslo","","82-00-18193-6","","","","","","","","","","","","203",1,"[""didaktikk"",""grammatikk"",""håndbøker"",""lesing"",""tysk"",""Sakprosa""]",NULL,NULL
627,13,"2002","Avisspråket","022010033","","Inbook","","","Aschehoug","Oslo","","82-03-22716-3","","Vårt eget språk","","","","","1. utg. 1987 i 3 bind","","","","","335 ",1,"[""aviser"",""språk""]",NULL,NULL
628,13,"1984","Avisene i vår multi-media fremtid","62350","","Article","","","","","0011-5304","","Dagspressen","","5","","","","","","","","","28-29, 31, 71 : ",1,"[""aviser""]",NULL,NULL
631,13,"1983","Kvinners virkelighet i kvinners selvbiografier","52376","","Article","","41","","","0800-7128","","Profil","","1","","","","","","","","","18-19",1,"[""biografier"",""kjønn""]",NULL,NULL
632,13,"2002","Vitenskapsretorisk analyse og fengselsforskning: et svar","022624309","","Book","","nr 74","Institutt for kriminologi og rettssosiologi, Avdeling forrettssosiologi, Universitetet i Oslo","Oslo","","82-90783-28-0","","","","","","","Tilsvar til: Kan Thomas Mathiesen forsvares? / Magne Gjerstad","","","","","24 bl.",1,"[""juss og rettsvesen"",""vitenskapsretorikk"",""retorisk analyse""]",NULL,NULL
633,13,"1991","Kjønn og selv : finnes det en ""kvinnelig"" selvbiografi?","131047","","Article","","78","","","0013-0818","","Edda","","2","","","","","","","","","[122]-133",1,"[""biografier"",""kjønn""]",NULL,NULL
634,13,"2003","Poetokrati : Essay","03195748x","","Book","","","Spartacus","Oslo","","978-82-430-0282-1","","","","","","","Undertittel på løst omslag: Essay","","","","","140 ",1,"[""kulturpolitikk""]",NULL,NULL
635,13,"1979","Norsk biografisk leksikon - fullført","25252","","Article","","88","","","0036-3928","","Samtiden","","4","","","","","","","","","34-35",1,"[""biografier"",""oppslagsverk""]",NULL,NULL
636,13,"2004","Oppgaveskriving: veien til lystbetont skriving og gode rutiner","040715353","","Book","","","Universitetsforl.","Oslo","","978-82-15-00568-3","","","","","","","2. utg. (1. utg. Oslo: TANO, 1994.),  2. oppl. 2008 med 13-sifret ISBN","","","","","85",1,"[""akademisk skriving"",""skrivehåndbøker"",""skriving""]",NULL,NULL
637,13,"1979","Norske litteraturhistorier","25253","","Article","","88","","","0036-3928","","Samtiden","","4","","","","","","","","","36-39",1,"[""historie"",""historiografi"",""litteratur"",""litteraturhistorie""]",NULL,NULL
638,13,"1985","Artiumsstilen som genre: undersøkelse av en form for kommunikativ atferd","864009046","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i nordisk - Universitetet i Oslo, 1985 I.","","","","","267",1,"[""sjanger""]",NULL,NULL
639,13,"1979","""Vår nasjonalstolthet på det ømmeste"" : Leksikon-Norge  og dets framtid","25248","","Article","","88","","","0036-3928","","Samtiden","","4","","","","","","","","","5-9",1,"[""oppslagsverk""]",NULL,NULL
640,13,"1994","Norsksensorenes vurderinger av eksamensbesvarelser i norskhovedmål, allmennfaglig studieretning: en undersøkelse av norsksensorenes bedømmersamsvar og tekstnormer, sensurens pålitelighet og gyldighet, med vekt på karaktersettingen","950528277","Doktoravhandling","Phdthesis","","","","Trondheim","","82-7570-067-1","","","","","","Norges teknisk-naturvitenskapelige universitet","","","","","","399",1,"[""tekstnormer""]",NULL,NULL
641,13,"1976","Forkynnelsen - refleksjoner utfra sosiologien","23924","","Article","","81","","","0023-186X","","Kirke og kultur","","","","","","","","","","","465-479",1,"[""forkynnelse"",""muntlige tekster"",""sosiologi""]",NULL,NULL
642,13,"1992","Leve mångfalden!: tjugo uppsatser om språk tillägnade Barbro Söderberg","922015694","","Book","","37","Institutionen för nordiska språk, Stockholms universitet","Stockholm","","91-86762-33-8","","","","","","","Festskrift til Barbro Söderberg på 60-årsdagen","","","","","221",1,"[""språk"",""språkvitenskap""]",NULL,NULL
643,13,"1992","Å argumentere som en profet : Hvordan et kommunikativt paradoks i 1700-tallets dansk-norske skrivefrihet ble løst. Om P.F. Suhms skrift ""Til Kongen"" i anledning ""Hævnens dag"" 17.1.1772","","","Inbook","","","Institutionen för nordiska språk, Stockholms universitet","Stockholm","","91-86762-33-8","","Leve mångfalden!: tjugo uppsatser om språk tillägnade Barbro Söderberg","","","","","Festskrift til Barbro Söderberg på 60-årsdagen","","","","922015694","",1,"[""opplysning"",""trykke- og ytringsfrihet""]",NULL,NULL
644,13,"1982","Mannens kamp og mannens lagnad : eksempler fra årets  biografiske litteratur","50193","","Article","","91","","","0036-3928","","Samtiden","","ekstra","","","","","","","","","74-77",1,"[""biografier"",""litteratur""]",NULL,NULL
645,13,"1990","Norsk historieforskning i det 19. og 20. århundre","900926287","","Book","","","Universitetsforlaget","Oslo","","82-00-01593-9","","","","","","","4. utg. Opptrykk av Pensumtjeneste, 2007","","","","","338",1,"[""historie"",""historiografi""]","""Standardverket innen norsk historiografi\nEn rekke utgaver fra 1959 og framover\nSe også 82-00-02791-0""",NULL
646,13,"1983","Å skrive sitt liv : notater om selvbiografien","59893","","Article","","92","","","0036-3928","","Samtiden","","6","","","","","","","","","[20]-29 : ",1,"[""biografier"",""sjanger""]",NULL,NULL
647,13,"1984","En nasjon av skriveføre: om utviklinga fram mot allmenn skriveferdighet på 1800-tallet","844046256","","Book","","","Novus","Oslo","","82-7099-092-2","","","","","","","Har bibliografi.","","","","","208 ",1,"[""lese- og skriveforskning""]",NULL,NULL
648,13,"1913","Ludvig Holberg som historiker","941262227","","Book","","","Aschehoug","Kristiania","","","","","","","","","","","","","","181 ",1,"[""forfatterskap"",""litteraturhistorie""]",NULL,NULL
649,13,"1986","Nærblikk på o-fags-tekster","114502","","Article","","10","","","0332-7264","","Norsklæraren","","3","","","","Om o-fag-teksters utforming","","","","","20-25 : ",1,"[""læremidler"",""naturfag/naturvitenskap""]","<p>En knapp, men konsis avdekking av hvordan tilsynelatende forenkling av syntaksen i et l&aelig;reverk for mellomtrinnet innebar &oslash;ket vanskegrad. Komprimering stiller s&aelig;rlige krav n&aring;r mottakeren ikke har en voksens referanser. (Egil B&oslash;rre Johnsen/HiVe)</p>",NULL
650,13,"1943","Pressen fra Griffenfeldt til Struensee i dens forhold tilNorges næringsliv: ett hundre års utvikling fra danske Extraordinarie Relationes til innarbeidede norske adresseaviser","83221843x","","Book","","","Aschehoug","Oslo","","","","","","","","","","","","","","446 , pl.",1,"[""aviser"",""næringsliv"",""presse"",""pressehistorie""]",NULL,NULL
651,13,"1985","Informasjon med mening eller mening uten informasjon : en  vurdering av 1970- og 80-årenes større leksika","76758","","Article","","52","","","0006-5811","","Bok og bibliotek","","8","","","","","","","","","366-370",1,"[""oppslagsverk""]",NULL,NULL
652,13,"1985","Den norske presse før 1850","864102755","","Book","","","Institutt for journalistikk","Fredrikstad","","82-7147-045-0","","","","","","","Ny utg. ved Helge Giverholt","","","","","80",1,"[""presse"",""pressehistorie""]",NULL,NULL
653,13,"1989","Essayisten Kjartan Fløgstad","110994","","Article","","95","","","0039-7717","","Syn og segn","","3","","","","","","","","","259-268 : ",1,"[""forfatterskap""]",NULL,NULL
654,13,"1978","Pressen i Norden: en bok om pressen i de nordiske land, dens historie, dens oppgaver, dens problemer","781092108","","Book","","","Gyldendal","Oslo","","82-05-10836-6","","","","","","","","","","","","206",1,"[""historie"",""presse"",""pressehistorie""]",NULL,NULL
655,13,"1991","Frideric Bolling og eftertiden","142604","","Article","","","","","0024-855X","","Maal og minne","","3/4","","","","Om Frideric Bolling som forfatter av reisebeskrivelser","","","","","[174]-187 :",1,"[""forfatterskap"",""reiseskildringer/reisebeskrivelser""]",NULL,NULL
656,13,"1982","Synspunkt på litteraturkritikkens trengselstider","50182","","Article","","91","","","0036-3928","","Samtiden","","ekstra","","","","","","","","","43-48",1,"[""litteratur"",""Litteraturkritikk""]",NULL,NULL
657,13,"1982","Essays og kritikk, før og nå","50187","","Article","","91","","","0036-3928","","Samtiden","","ekstra","","","","","","","","","60-62",1,"[""litteraturhistorie"",""Litteraturkritikk""]",NULL,NULL
658,13,"1985","Dagsrevyen som såpeopera : skisse av ei retorisk felle","68828","","Article","","91","","","0039-7717","","Syn og segn","","2","","","","","","","","","99-104 : , ",1,"[""retorikk"",""tv og film""]",NULL,NULL
659,13,"1988","Skolestilen som genre: med påtvungen penn","884066088","","Book","","nr 39","Cappelen","Oslo","","82-02-10993-0","","","","","","","","","","","","159 ",1,"[""sjanger"",""skolestiler""]",NULL,NULL
660,13,"1989","Litteraturkritikk alla rabbiata : dialog med Bodvar Bodd  om kritikkens vesen","110198","","Article","","43","","","0042-6288","","Vinduet","","2","","","","","","","","","[9]-14",1,"[""forfatterskap"",""litteratur"",""Litteraturkritikk""]",NULL,NULL
661,13,"1963","Et 200-års minne: om grunnleggelsen av regelmessig pressevirksomhet i Norge: en studie omkring utgivelsen av Norske Intelligenz-Seddeler25.mai 1763, og innledningen til varig gjensidighet mellem pressen og næringslivet","920678769","","Book","","","Norsk Høyrepresse","Oslo","","","","","","","","","","","","","","96 ",1,"[""næringsliv"",""presse"",""pressehistorie""]",NULL,NULL
662,13,"1980","Jacob Aalls kongesagaoversettelse","812000935","","Book","","3-1980","Universitetsforlaget","Trondheim","","82-00-23110-0","","","","","","","Nr. 3 (1980) i serien Det Kongelige Norske Videnskabers Selskabs skrifter. Sammendrag på engelsk. ""Videnskabsselskabets bibliotek eier et handskrift som viser seg å være arbeidsmanuskriptet til Aalls kongesagaoversettelse: Mskr. fol. 5 25."" - S.1.","","","","","9,[1]",1,"[""filologi"",""forfatterskap""]",NULL,NULL
663,8,"1981","Den kritiska tanken i vetenskapen på 1700- och 1800-talen","831072571","","Book","","","Universitetet i Jyväskylä","Jyväskylä","","951-678-514-x","","","","","","","Delrapport II (av tre), fra ""Ur nordisk kulturhistoria: mötesrapport fra det 18. Nordiske Historikermøte, Jyväskalä 1981"". Møterapporten i sin helhet er en del av serien ""Studia historica Jyväskyläensia"".","","","","","148",1,"[""sakprosahistorie""]",NULL,NULL
664,13,"1991","The rhetoric of non-fiction : to the tropics of discourse  in cultural criticism","134352","","Article","","78","","","0013-0818","","Edda","","3","","","","","","","","","[218]-225",1,"[""retorikk""]",NULL,NULL
666,13,"1982","Med gullpenn : sjølvmelding med reservasjoner","43612","","Article","","","","","0801-8030","","Kri-tikk-takk","","1","","","","","","","","","70-74",1,"[""skriving""]",NULL,NULL
667,13,"1989","Bøker hos allmugen på Sunnmøre 1700-1840","802036627","","Inbook","","","Universitetet i Bergen, Nordisk institutt","Bergen","","","","Eigenproduksjon","","","","","Del av publikasjon i serien ""Eigenproduksjon"" - eit småskrift som kom ut med 50 nummer ved Nordisk institutt ved Universitetet i Bergen i tida 1976-1993","","","","","3-22",1,"[""lesing"",""skriving""]",NULL,"2011-08-16, Ommund: Sletta overordna post ""Voldaminne"". Skal dette regnes som bok eller tidsskrift?"
668,13,"1978","Volda folkebibliotek 1797-1900: lokal kulturhistorisk sammenheng, organisasjon, økonomi, bokbestand og utlån","792018184","Hovedoppgave","Mastersthesis","","","","Trondheim","","","","","","","","Universitetet i Trondheim","Hovedoppgave i historie - Universitetet i Trondheim, 1978 II.","","","","","254 bl.",1,"[""bibliotek"",""lokalhistorie"",""organisasjoner""]",NULL,NULL
669,13,"1972","Forkynnelse og fornyelse","22057","","Article","","77","","","0023-186X","","Kirke og kultur","","","","","","","","","","","11-26",1,"[""forkynnelse"",""muntlige tekster"",""prekener""]",NULL,NULL
670,13,"1972","Politisk kritikk av forkynnelsen","22058","","Article","","77","","","0023-186X","","Kirke og kultur","","","","","","","","","","","27-38",1,"[""forkynnelse"",""muntlige tekster""]",NULL,NULL
671,13,"1969","Forkynnelsen i religionssosiologisk lys","20606","","Article","","74","","","0023-186X","","Kirke og kultur","","","","","","","","","","","244-252",1,"[""forkynnelse"",""muntlige tekster"",""sosiologi"",""religion""]",NULL,NULL
672,8,"1995","""Mig engelen tiltalte saa …"" - folkelige visjoner som kulturell kommunikasjon","","","Inbook","","","Novus forl.","Oslo","","82-7099-241-0","","Sæt ikke vantro i min overtroes stæd: studier i folketro og folkelig religiøsitet : festskrift til Ørnulf Hodne på 60-årsdagen 28. september 1995","","","","","Bidrag på bokmål, nynorsk og svensk","","","","951441671","""""",1,"[""folketro""]",NULL,NULL
673,13,"1995","Sæt ikke vantro i min overtroes stæd: studier i folketro og folkelig religiøsitet : festskrift til Ørnulf Hodne på 60-årsdagen 28. september 1995","951441671","","Book","","","Novus forl.","Oslo","","82-7099-241-0","","","","","","","Bidrag på bokmål, nynorsk og svensk","","http://urn.nb.no/URN:NBN:no-nb_digibok_2008022504038","","","157",1,"[""festskrifter"",""folketro""]",NULL,NULL
674,13,"1983","Opp, alle jordens biografer! : politisk biografi, en ny  bølge ved fem av dem","53947","","Article","","19","","","0085-2597","","Kontrast","","2","","","","","","","","","50-56",1,"[""biografier"",""forfatterskap""]",NULL,NULL
675,13,"1991","Monografien som faglitterær genre : på sporet av det tapte  subjekt","134641","","Article","","74","","","0023-5415","","Kunst og kultur","","3","","","","","","","","","170-179",1,"[""monografi"",""sjanger"",""vitenskapsretorikk""]",NULL,NULL
677,13,"1938","Sagalitteraturen: populære førelesningar","894048163","","Book","","11","Det norske samlaget","Oslo","","","","","","","","","","","","","","170 ",1,"[""historiografi"",""litteratur""]",NULL,NULL
678,13,"1987","Det framande blikket","87118","","Article","","93","","","0039-7717","","Syn og segn","","1","","","","Om essayet: For seint ute / Arne Garborg","","","","","85-86",1,"[""forfatterskap""]",NULL,NULL
679,13,"1987","Barnebøker for de uinteresserte","87115","","Article","","93","","","0039-7717","","Syn og segn","","1","","","","Om å skrive faglitteratur for barn og ungdom","","","","","63-68 : ",1,"[""barn og ungdom"",""forskningsformidling"",""håndbøker""]",NULL,NULL
680,13,"1989","Leksikonet som kunnskapsbase : tradisjon og fremtid","115239","","Article","","56","","","0006-5811","","Bok og bibliotek","","6","","","","","","","","","12-14",1,"[""oppslagsverk""]",NULL,NULL
681,13,"1988","Overgangen fra å fortelle til å reflektere : tanker om  essayskriving i skolen","101401","","Article","","12","","","0332-7264","","Norsklæraren","","3","","","","","","","","","24-25",1,"[""sjanger"",""skriving""]",NULL,NULL
682,13,"1988","Idéer til et prosessorientert skriveopplegg i  essaysjangeren","101402","","Article","","12","","","0332-7264","","Norsklæraren","","3","","","","","","","","","26-28 :",1,"[""lese- og skriveforskning"",""sjanger"",""skriveopplæring""]",NULL,NULL
683,13,"1988","Essayet og lærarlæraren","101400","","Article","","12","","","0332-7264","","Norsklæraren","","3","","","","","","","","","16-23 : ",1,"[""filosofi""]",NULL,NULL
684,13,"1990","Omvegen om språket : eit essay i og om kunnskapsdebatten","126629","","Article","","74","","","0029-2052","","Norsk pedagogisk tidsskrift","","6","","","","","","","","","328-336",1,"[""forskningsformidling"",""pedagogikk"",""språk"",""vitenskapsretorikk""]",NULL,NULL
685,13,"1984","Litteraturen i ""maalheimen"" : den tidlege  litteraturkritikken  i Syn og segn","68804","","Article","","90","","","0039-7717","","Syn og segn","","4","","","","","","","","","341-345 : ",1,"[""litteratur"",""nynorsk"",""Litteraturkritikk""]",NULL,NULL
